#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,04-09-2022 10:28:26,7.46,,
2,04-09-2022 10:31:26,7.59,,
3,04-09-2022 10:34:26,7.89,,
4,04-09-2022 10:37:26,7.98,,
5,04-09-2022 10:40:26,8.32,,
6,04-09-2022 10:43:26,8.53,,
7,04-09-2022 10:46:26,8.49,,
8,04-09-2022 10:49:26,8.79,,
9,04-09-2022 10:52:26,9.14,,
10,04-09-2022 10:55:26,9.48,,
11,04-09-2022 10:58:26,10.04,,
12,04-09-2022 11:01:26,10.12,,
13,04-09-2022 11:04:26,9.78,,
14,04-09-2022 11:07:26,10.34,,
15,04-09-2022 11:10:26,10.25,,
16,04-09-2022 11:13:26,10.55,,
17,04-09-2022 11:16:26,10.55,,
18,04-09-2022 11:19:26,11.62,,
19,04-09-2022 11:22:26,10.98,,
20,04-09-2022 11:25:26,11.88,,
21,04-09-2022 11:28:26,11.54,,
22,04-09-2022 11:31:26,11.45,,
23,04-09-2022 11:34:26,11.79,,
24,04-09-2022 11:37:26,12.22,,
25,04-09-2022 11:40:26,11.92,,
26,04-09-2022 11:43:26,11.92,,
27,04-09-2022 11:46:26,12.35,,
28,04-09-2022 11:49:26,12.87,,
29,04-09-2022 11:52:26,13.34,,
30,04-09-2022 11:55:26,13.25,,
31,04-09-2022 11:58:26,13.17,,
32,04-09-2022 12:01:26,13.55,,
33,04-09-2022 12:04:26,13.51,,
34,04-09-2022 12:07:26,13.64,,
35,04-09-2022 12:10:26,14.03,,
36,04-09-2022 12:13:26,14.71,,
37,04-09-2022 12:16:26,15.44,,
38,04-09-2022 12:19:26,16.08,,
39,04-09-2022 12:22:26,15.96,,
40,04-09-2022 12:25:26,16.43,,
41,04-09-2022 12:28:26,14.97,,
42,04-09-2022 12:31:26,14.11,,
43,04-09-2022 12:34:26,16.30,,
44,04-09-2022 12:37:26,15.06,,
45,04-09-2022 12:40:26,14.28,,
46,04-09-2022 12:43:26,14.20,,
47,04-09-2022 12:46:26,14.97,,
48,04-09-2022 12:49:26,15.14,,
49,04-09-2022 12:52:26,15.87,,
50,04-09-2022 12:55:26,15.14,,
51,04-09-2022 12:58:26,15.14,,
52,04-09-2022 13:01:26,15.78,,
53,04-09-2022 13:04:26,16.17,,
54,04-09-2022 13:07:26,15.23,,
