#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File,EOF,"Temp, (*F)"
,4/9/2022 10:51,10.03333333, , ,,50.06
,4/9/2022 10:54,10.46666667, , ,,50.84
,4/9/2022 10:57,10.97777778, , ,,51.76
,4/9/2022 11:00,11.49444444, , ,,52.69
,4/9/2022 11:03,10.59444444, , ,,51.07
,4/9/2022 11:06,11.49444444, , ,,52.69
,4/9/2022 11:09,11.88333333, , ,,53.39
,4/9/2022 11:12,11.92222222, , ,,53.46
,4/9/2022 11:15,12.65555556, , ,,54.78
,4/9/2022 11:18,12.95555556, , ,,55.32
,4/9/2022 11:21,12.95555556, , ,,55.32
,4/9/2022 11:24,12.73888889, , ,,54.93
,4/9/2022 11:27,12.48333333, , ,,54.47
,4/9/2022 11:30,13.55555556, , ,,56.4
,4/9/2022 11:33,12.82222222, , ,,55.08
,4/9/2022 11:36,13.03888889, , ,,55.47
,4/9/2022 11:39,13.25555556, , ,,55.86
,4/9/2022 11:42,13.29444444, , ,,55.93
,4/9/2022 11:45,13.59444444, , ,,56.47
,4/9/2022 11:48,14.2, , ,,57.56
,4/9/2022 11:51,13.76666667, , ,,56.78
,4/9/2022 11:54,14.45555556, , ,,58.02
,4/9/2022 11:57,14.45555556, , ,,58.02
,4/9/2022 12:00,14.15555556, , ,,57.48
,4/9/2022 12:03,14.36666667, , ,,57.86
,4/9/2022 12:06,14.83888889, , ,,58.71
,4/9/2022 12:09,15.43888889, , ,,59.79
,4/9/2022 12:12,15.95555556, , ,,60.72
,4/9/2022 12:15,15.43888889, , ,,59.79
,4/9/2022 12:18,16.25555556, , ,,61.26
,4/9/2022 12:21,16.3, , ,,61.34
,4/9/2022 12:24,16.85555556, , ,,62.34
,4/9/2022 12:27,17.71666667, , ,,63.89
,4/9/2022 12:30,17.11666667, , ,,62.81
,4/9/2022 12:33,17.37222222, , ,,63.27
,4/9/2022 12:36,17.71666667, , ,,63.89
,4/9/2022 12:39,18.61666667, , ,,65.51
,4/9/2022 12:42,18.7, , ,,65.66
,4/9/2022 12:45,18.4, , ,,65.12
,4/9/2022 12:48,19.38888889, , ,,66.9
,4/9/2022 12:51,19.26111111, , ,,66.67
,4/9/2022 12:54,18.7, , ,,65.66
,4/9/2022 12:57,17.37222222, , ,,63.27
,4/9/2022 13:00,17.62777778, , ,,63.73
,4/9/2022 13:03,18.61666667, , ,,65.51
,4/9/2022 13:06,19.21666667, , ,,66.59
,4/9/2022 13:09,17.97222222, , ,,64.35
,4/9/2022 13:12,18.1, , ,,64.58
,4/9/2022 13:15,19.34444444, , ,,66.82
,4/9/2022 13:18,18.87222222, , ,,65.97
,4/9/2022 13:21,19.68888889, , ,,67.44
,4/9/2022 13:24,18.82777778, , ,,65.89
,4/9/2022 13:27,17.92777778, , ,,64.27
,4/9/2022 13:30,17.45555556, , ,,63.42
