#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,06/21/2022 15:51:56,21.70,,
2,06/21/2022 15:54:56,21.70,,
3,06/21/2022 15:57:56,21.40,,
4,06/21/2022 16:00:56,21.62,,
5,06/21/2022 16:03:56,21.96,,
6,06/21/2022 16:06:56,21.83,,
7,06/21/2022 16:09:56,22.09,,
8,06/21/2022 16:12:56,21.88,,
9,06/21/2022 16:15:56,22.13,,
10,06/21/2022 16:18:56,22.31,,
11,06/21/2022 16:21:56,21.58,,
12,06/21/2022 16:24:56,21.96,,
13,06/21/2022 16:27:56,21.96,,
14,06/21/2022 16:30:56,21.70,,
15,06/21/2022 16:33:56,22.13,,
16,06/21/2022 16:36:56,21.92,,
17,06/21/2022 16:39:56,21.66,,
18,06/21/2022 16:42:56,21.45,,
19,06/21/2022 16:45:56,21.53,,
20,06/21/2022 16:48:56,21.75,,
21,06/21/2022 16:51:56,21.79,,
22,06/21/2022 16:54:56,22.39,,
23,06/21/2022 16:57:56,22.13,,
24,06/21/2022 17:00:56,22.13,,
25,06/21/2022 17:03:56,22.31,,
26,06/21/2022 17:06:56,22.31,,
27,06/21/2022 17:09:56,22.61,,
28,06/21/2022 17:12:56,22.65,,
29,06/21/2022 17:15:56,21.79,,
30,06/21/2022 17:18:56,21.79,,
31,06/21/2022 17:21:56,21.96,,
32,06/21/2022 17:24:56,22.18,,
33,06/21/2022 17:27:56,21.88,,
34,06/21/2022 17:30:56,21.96,,
35,06/21/2022 17:33:56,21.58,,
36,06/21/2022 17:36:56,21.49,,
37,06/21/2022 17:39:56,22.31,,
38,06/21/2022 17:42:56,22.18,,
39,06/21/2022 17:45:56,22.05,,
40,06/21/2022 17:48:56,21.79,,
41,06/21/2022 17:51:56,21.70,,
42,06/21/2022 17:54:56,21.32,,
43,06/21/2022 17:57:56,21.32,,
44,06/21/2022 18:00:56,21.75,,
45,06/21/2022 18:03:56,21.88,,
46,06/21/2022 18:06:56,21.40,,
47,06/21/2022 18:09:56,21.62,,
48,06/21/2022 18:12:56,21.62,,
49,06/21/2022 18:15:56,21.75,,
50,06/21/2022 18:18:56,21.75,,
51,06/21/2022 18:21:56,22.01,,
52,06/21/2022 18:24:56,22.09,,
53,06/21/2022 18:27:56,22.13,,
54,06/21/2022 18:30:56,21.83,,
55,06/21/2022 18:33:56,21.32,,
56,06/21/2022 18:36:56,21.32,,
57,06/21/2022 18:39:56,21.32,,
58,06/21/2022 18:42:56,21.58,,
59,06/21/2022 18:45:56,21.79,,
60,06/21/2022 18:48:56,21.83,,
61,06/21/2022 18:51:56,21.75,,
62,06/21/2022 18:54:56,21.49,,
63,06/21/2022 18:57:56,21.40,,
64,06/21/2022 19:00:56,21.53,,
65,06/21/2022 19:03:56,21.45,,
66,06/21/2022 19:06:56,21.49,,
67,06/21/2022 19:09:56,21.28,,
68,06/21/2022 19:12:56,20.98,,
69,06/21/2022 19:15:56,20.85,,
70,06/21/2022 19:18:56,20.63,,
71,06/21/2022 19:21:56,20.59,,
72,06/21/2022 19:24:56,19.95,,
73,06/21/2022 19:27:56,19.52,,
74,06/21/2022 19:30:56,19.35,,
75,06/21/2022 19:33:56,19.90,,
76,06/21/2022 19:36:56,20.07,,
77,06/21/2022 19:39:56,20.42,,
78,06/21/2022 19:42:56,20.20,,
79,06/21/2022 19:45:56,19.00,,
80,06/21/2022 19:48:56,17.59,,
81,06/21/2022 19:51:56,16.00,,
82,06/21/2022 19:54:56,15.53,,
83,06/21/2022 19:57:56,15.14,,
84,06/21/2022 20:00:56,14.88,,
85,06/21/2022 20:03:56,14.63,,
86,06/21/2022 20:06:56,14.50,,
87,06/21/2022 20:09:56,14.37,,
88,06/21/2022 20:12:56,14.28,,
89,06/21/2022 20:15:56,14.15,,
90,06/21/2022 20:18:56,14.20,,
91,06/21/2022 20:21:56,14.15,,
92,06/21/2022 20:24:56,14.37,,
93,06/21/2022 20:27:56,14.37,,
94,06/21/2022 20:30:56,14.41,,
95,06/21/2022 20:33:56,14.28,,
96,06/21/2022 20:36:56,13.94,,
97,06/21/2022 20:39:56,14.03,,
98,06/21/2022 20:42:56,14.03,,
99,06/21/2022 20:45:56,14.11,,
100,06/21/2022 20:48:56,14.07,,
101,06/21/2022 20:51:56,14.07,,
102,06/21/2022 20:54:56,14.15,,
103,06/21/2022 20:57:56,14.03,,
104,06/21/2022 21:00:56,13.81,,
105,06/21/2022 21:03:56,13.85,,
106,06/21/2022 21:06:56,13.81,,
107,06/21/2022 21:09:56,13.64,,
108,06/21/2022 21:12:56,13.64,,
109,06/21/2022 21:15:56,13.77,,
