#,Date-Time (MDT),Ch: 1 - Temperature   (Â°C ),Host Connected,End of File
,2022-02-15 12:11,1.283333333,Logged, 
,2022-02-15 12:14,0.338888889, , 
,2022-02-15 12:17,1.155555556, , 
,2022-02-15 12:20,0.338888889, , 
,2022-02-15 12:23,-0.305555556, , 
,2022-02-15 12:26,0, , 
,2022-02-15 12:29,0.811111111, , 
,2022-02-15 12:32,1.844444444, , 
,2022-02-15 12:35,2.011111111, , 
,2022-02-15 12:38,3.688888889, , 
,2022-02-15 12:41,4.588888889, , 
,2022-02-15 12:44,3.127777778, , 
,2022-02-15 12:47,1.672222222, , 
,2022-02-15 12:50,0.638888889, , 
,2022-02-15 12:53,1.2, , 
,2022-02-15 12:56,3.3, , 
,2022-02-15 12:59,4.327777778, , 
,2022-02-15 13:02,4.461111111, , 
,2022-02-15 13:05,5.361111111, , 
,2022-02-15 13:08,3.772222222, , 
,2022-02-15 13:11,3.3, , 
,2022-02-15 13:14,1.372222222, , 
,2022-02-15 13:17,2.1, , 
,2022-02-15 13:20,4.8, , 
,2022-02-15 13:23,7.288888889, , 
,2022-02-15 13:26,6.088888889, , 
,2022-02-15 13:29,5.4, , 
,2022-02-15 13:32,3.127777778, , 
,2022-02-15 13:35,4.888888889, , 
,2022-02-15 13:38,3.688888889, , 
,2022-02-15 13:41,4.2, , 
,2022-02-15 13:44,4.072222222, , 
,2022-02-15 13:47,4.288888889, , 
,2022-02-15 13:50,5.016666667, , 
,2022-02-15 13:53,4.627777778, , 
,2022-02-15 13:56,5.1, , 
,2022-02-15 13:59,3.816666667, , 
,2022-02-15 14:02,4.933333333, , 
,2022-02-15 14:05,3.344444444, , 
,2022-02-15 14:08,3.727777778, , 
,2022-02-15 14:11,5.1, , 
,2022-02-15 14:14,4.844444444, , 
,2022-02-15 14:17,5.061111111, , 
,2022-02-15 14:20,6.216666667, , 
,2022-02-15 14:23,5.705555556, , 
,2022-02-15 14:26,6.733333333, , 
,2022-02-15 14:29,5.488888889, , 
,2022-02-15 14:32,5.833333333, , 
,2022-02-15 14:35,3.427777778, , 
,2022-02-15 14:38,1.844444444, , 
,2022-02-15 14:41,3.127777778, , 
,2022-02-15 14:44,4.416666667, , 
,2022-02-15 14:47,5.705555556, , 
,2022-02-15 14:50,5.061111111, , 
,2022-02-15 14:53,4.933333333, , 
,2022-02-15 14:56,5.4, , 
,2022-02-15 14:59,5.661111111, , 
,2022-02-15 15:02,5.272222222, , 
,2022-02-15 15:05,5.833333333, , 
,2022-02-15 15:08,6.088888889, , 
,2022-02-15 15:11,5.572222222, , 
,2022-02-15 15:14,5.705555556, , 
,2022-02-15 15:17,6.005555556, , 
,2022-02-15 15:20,5.705555556, , 
,2022-02-15 15:23,5.4, , 
,2022-02-15 15:26,4.888888889, , 
,2022-02-15 15:29,4.372222222, , 
,2022-02-15 15:32,3.9, , 
,2022-02-15 15:35,3.855555556, , 
,2022-02-15 15:38,2.827777778, , 
,2022-02-15 15:41,2.444444444, , 
,2022-02-15 15:44,2.311111111, , 
,2022-02-15 15:47,1.755555556, , 
,2022-02-15 15:50,1.027777778, , 
,2022-02-15 15:53,1.327777778, , 
,2022-02-15 15:56,1.927777778, , 
,2022-02-15 15:59,1.327777778, , 
,2022-02-15 16:02,1.111111111, , 
,2022-02-15 16:05,0.811111111, , 
,2022-02-15 16:08,0.555555556, , 
,2022-02-15 16:11,0.3, , 
,2022-02-15 16:14,1.027777778, , 
,2022-02-15 16:17,0.811111111, , 
,2022-02-15 16:20,0.038888889, , 
,2022-02-15 16:23,0.083333333, , 
,2022-02-15 16:26,-0.088888889, , 
,2022-02-15 16:29,-0.305555556, , 
,2022-02-15 16:32,-0.472222222, , 
,2022-02-15 16:35,-0.044444444, , 
,2022-02-15 16:38,0.555555556, , 
,2022-02-15 16:41,0.3, , 
,2022-02-15 16:44,0.211111111, , 
,2022-02-15 16:47,-0.133333333, , 
,2022-02-15 16:50,-0.388888889, , 
,2022-02-15 16:53,-0.216666667, , 
,2022-02-15 16:56,-0.088888889, , 
,2022-02-15 16:59,0.127777778, , 
,2022-02-15 17:02,-0.305555556, , 
,2022-02-15 17:05,0.038888889, , 
,2022-02-15 17:08,0.038888889, , 
,2022-02-15 17:11,-0.433333333, , 
,2022-02-15 17:14,-0.605555556, , 
,2022-02-15 17:17,-0.216666667, , 
,2022-02-15 17:20,-0.472222222, , 
,2022-02-15 17:23,-0.516666667, , 
,2022-02-15 17:26,-0.644444444, , 
,2022-02-15 17:29,-0.816666667, , 
,2022-02-15 17:32,-0.816666667, , 
,2022-02-15 17:35,-1.116666667, , 
,2022-02-15 17:38,-1.416666667, , 
,2022-02-15 17:41,-1.288888889, , 
,2022-02-15 17:44,-1.161111111, , 
,2022-02-15 17:47,-1.888888889, , 
,2022-02-15 17:50,-2.061111111, , 
,2022-02-15 17:53,-1.505555556, , 
,2022-02-15 17:56,-1.588888889, , 
,2022-02-15 17:59,-1.716666667, , 
,2022-02-15 18:02,-1.85, , 
,2022-02-15 18:05,-2.016666667, , 
,2022-02-15 18:08,-2.016666667, , 
,2022-02-15 18:11,-2.016666667, , 
,2022-02-15 18:14,-1.933333333, , 
,2022-02-15 18:17,-1.461111111, , 
,2022-02-15 18:20,-1.333333333, , 
,2022-02-15 18:23,-1.244444444, , 
,2022-02-15 18:26,-1.377777778, , 
,2022-02-15 18:29,-1.377777778, , 
,2022-02-15 18:32,-1.85, , 
,2022-02-15 18:35,-2.016666667, , 
,2022-02-15 18:38,-2.833333333, , 
,2022-02-15 18:41,-2.188888889, , 
,2022-02-15 18:44,-2.15, , 
,2022-02-15 18:47,-2.188888889, , 
,2022-02-15 18:50,-1.977777778, , 
,2022-02-15 18:53,-2.016666667, , 
,2022-02-15 18:56,-2.45, , 
,2022-02-15 18:59,-2.488888889, , 
,2022-02-15 19:02,-2.405555556, , 
,2022-02-15 19:05,-2.405555556, , 
,2022-02-15 19:08,-2.75, , 
,2022-02-15 19:11,-2.705555556, , 
,2022-02-15 19:14,-2.488888889, , 
,2022-02-15 19:17,-2.233333333, , 
,2022-02-15 19:20,-2.105555556, , 
,2022-02-15 19:23,-1.633333333, , 
,2022-02-15 19:26,-1.377777778, , 
,2022-02-15 19:29,-1.761111111, , 
,2022-02-15 19:32,-2.233333333, , 
,2022-02-15 19:35,-2.405555556, , 
,2022-02-15 19:38,-2.833333333, , 
,2022-02-15 19:41,-3.133333333, , 
,2022-02-15 19:44,-2.661111111, , 
,2022-02-15 19:47,-2.75, , 
,2022-02-15 19:50,-2.877777778, , 
,2022-02-15 19:53,-3.261111111, , 
,2022-02-15 19:56,-3.222222222, , 
,2022-02-15 19:59,-3.35, , 
,2022-02-15 20:02,-3.305555556, , 
,2022-02-15 20:05,-3.561111111, , 
,2022-02-15 20:08,-3.477777778, , 
,2022-02-15 20:11,-3.605555556, , 
,2022-02-15 20:14,-3.822222222, , 
,2022-02-15 20:17,-3.861111111, , 
,2022-02-15 20:20,-3.694444444, , 
,2022-02-15 20:23,-3.694444444, , 
,2022-02-15 20:26,-3.694444444, , 
,2022-02-15 20:29,-3.694444444, , 
,2022-02-15 20:32,-3.777777778, , 
,2022-02-15 20:35,-3.861111111, , 
,2022-02-15 20:38,-3.994444444, , 
,2022-02-15 20:41,-3.822222222, , 
,2022-02-15 20:44,-3.733333333, , 
,2022-02-15 20:47,-3.905555556, , 
,2022-02-15 20:50,-4.122222222, , 
,2022-02-15 20:53,-4.205555556, , 
,2022-02-15 20:56,-4.505555556, , 
,2022-02-15 20:59,-4.722222222, , 
,2022-02-15 21:02,-4.85, , 
,2022-02-15 21:05,-4.938888889, , 
,2022-02-15 21:08,-5.022222222, , 
,2022-02-15 21:11,-5.022222222, , 
,2022-02-15 21:14,-4.938888889, , 
,2022-02-15 21:17,-5.022222222, , 
,2022-02-15 21:20,-5.838888889, , 
,2022-02-15 21:23,-6.094444444, , 
,2022-02-15 21:26,-5.922222222, , 
,2022-02-15 21:29,-6.011111111, , 
,2022-02-15 21:32,-5.838888889, , 
,2022-02-15 21:35,-5.538888889, , 
,2022-02-15 21:38,-5.711111111, , 
,2022-02-15 21:41,-6.05, , 
,2022-02-15 21:44,-6.694444444, , 
,2022-02-15 21:47,-7.083333333, , 
,2022-02-15 21:50,-7.038888889, , 
,2022-02-15 21:53,-6.611111111, , 
,2022-02-15 21:56,-6.866666667, , 
,2022-02-15 21:59,-7.294444444, , 
,2022-02-15 22:02,-7.894444444, , 
,2022-02-15 22:05,-8.283333333, , 
,2022-02-15 22:08,-8.327777778, , 
,2022-02-15 22:11,-8.238888889, , 
,2022-02-15 22:14,-8.327777778, , 
,2022-02-15 22:17,-8.583333333, , 
,2022-02-15 22:20,-8.755555556, , 
,2022-02-15 22:23,-8.8, , 
,2022-02-15 22:26,-8.711111111, , 
,2022-02-15 22:29,-8.883333333, , 
,2022-02-15 22:32,-8.927777778, , 
,2022-02-15 22:35,-9.138888889, , 
,2022-02-15 22:38,-9.1, , 
,2022-02-15 22:41,-9.527777778, , 
,2022-02-15 22:44,-9.738888889, , 
,2022-02-15 22:47,-9.655555556, , 
,2022-02-15 22:50,-9.655555556, , 
,2022-02-15 22:53,-9.572222222, , 
,2022-02-15 22:56,-9.655555556, , 
,2022-02-15 22:59,-9.783333333, , 
,2022-02-15 23:02,-9.827777778, , 
,2022-02-15 23:05,-10.34444444, , 
,2022-02-15 23:08,-10.21111111, , 
,2022-02-15 23:11,-10.38333333, , 
,2022-02-15 23:14,-10.68333333, , 
,2022-02-15 23:17,-9.872222222, , 
,2022-02-15 23:20,-9.227777778, , 
,2022-02-15 23:23,-9.438888889, , 
,2022-02-15 23:26,-9.355555556, , 
,2022-02-15 23:29,-9.7, , 
,2022-02-15 23:32,-9.955555556, , 
,2022-02-15 23:35,-10.08333333, , 
,2022-02-15 23:38,-10.03888889, , 
,2022-02-15 23:41,-10.08333333, , 
,2022-02-15 23:44,-9.911111111, , 
,2022-02-15 23:47,-9.872222222, , 
,2022-02-15 23:50,-9.827777778, , 
,2022-02-15 23:53,-9.738888889, , 
,2022-02-15 23:56,-9.655555556, , 
,2022-02-15 23:59,-8.8, , 
,2022-02-16 0:02,-8.283333333, , 
,2022-02-16 0:05,-8.327777778, , 
,2022-02-16 0:08,-8.494444444, , 
,2022-02-16 0:11,-8.366666667, , 
,2022-02-16 0:14,-8.327777778, , 
,2022-02-16 0:17,-7.811111111, , 
,2022-02-16 0:20,-7.855555556, , 
,2022-02-16 0:23,-7.766666667, , 
,2022-02-16 0:26,-7.766666667, , 
,2022-02-16 0:29,-7.983333333, , 
,2022-02-16 0:32,-8.155555556, , 
,2022-02-16 0:35,-8.366666667, , 
,2022-02-16 0:38,-8.455555556, , 
,2022-02-16 0:41,-8.366666667, , 
,2022-02-16 0:44,-8.155555556, , 
,2022-02-16 0:47,-8.066666667, , 
,2022-02-16 0:50,-8.155555556, , 
,2022-02-16 0:53,-7.983333333, , 
,2022-02-16 0:56,-8.155555556, , 
,2022-02-16 0:59,-8.066666667, , 
,2022-02-16 1:02,-7.938888889, , 
,2022-02-16 1:05,-7.983333333, , 
,2022-02-16 1:08,-8.155555556, , 
,2022-02-16 1:11,-7.894444444, , 
,2022-02-16 1:14,-7.638888889, , 
,2022-02-16 1:17,-7.855555556, , 
,2022-02-16 1:20,-7.983333333, , 
,2022-02-16 1:23,-8.366666667, , 
,2022-02-16 1:26,-8.8, , 
,2022-02-16 1:29,-8.883333333, , 
,2022-02-16 1:32,-8.966666667, , 
,2022-02-16 1:35,-8.927777778, , 
,2022-02-16 1:38,-8.927777778, , 
,2022-02-16 1:41,-7.983333333, , 
,2022-02-16 1:44,-8.411111111, , 
,2022-02-16 1:47,-8.494444444, , 
,2022-02-16 1:50,-8.538888889, , 
,2022-02-16 1:53,-8.711111111, , 
