#,Date-Time (MDT),Ch: 1 - Temperature   (Â°C ),Host Connected,End of File
,2022-02-14 10:58,0.6,Logged, 
,2022-02-14 11:01,-2.15, , 
,2022-02-14 11:04,-1.805555556, , 
,2022-02-14 11:07,-2.316666667, , 
,2022-02-14 11:10,-3.522222222, , 
,2022-02-14 11:13,-3.177777778, , 
,2022-02-14 11:16,-2.405555556, , 
,2022-02-14 11:19,-2.188888889, , 
,2022-02-14 11:22,-2.105555556, , 
,2022-02-14 11:25,-3.433333333, , 
,2022-02-14 11:28,-4.25, , 
,2022-02-14 11:31,-4.466666667, , 
,2022-02-14 11:34,-3.433333333, , 
,2022-02-14 11:37,-4.333333333, , 
,2022-02-14 11:40,-3.433333333, , 
,2022-02-14 11:43,-3.994444444, , 
,2022-02-14 11:46,-2.922222222, , 
,2022-02-14 11:49,-2.833333333, , 
,2022-02-14 11:52,-2.277777778, , 
,2022-02-14 11:55,-1.633333333, , 
,2022-02-14 11:58,-1.505555556, , 
,2022-02-14 12:01,-1.461111111, , 
,2022-02-14 12:04,-1.633333333, , 
,2022-02-14 12:07,-2.316666667, , 
,2022-02-14 12:10,-2.661111111, , 
,2022-02-14 12:13,-3.005555556, , 
,2022-02-14 12:16,-2.277777778, , 
,2022-02-14 12:19,-1.85, , 
,2022-02-14 12:22,-1.716666667, , 
,2022-02-14 12:25,-1.161111111, , 
,2022-02-14 12:28,-0.388888889, , 
,2022-02-14 12:31,-1.161111111, , 
,2022-02-14 12:34,-0.944444444, , 
,2022-02-14 12:37,0.083333333, , 
,2022-02-14 12:40,0.727777778, , 
,2022-02-14 12:43,2.011111111, , 
,2022-02-14 12:46,2.311111111, , 
,2022-02-14 12:49,0.466666667, , 
,2022-02-14 12:52,1.455555556, , 
,2022-02-14 12:55,2.055555556, , 
,2022-02-14 12:58,0.855555556, , 
,2022-02-14 13:01,0.855555556, , 
,2022-02-14 13:04,1.283333333, , 
,2022-02-14 13:07,1.5, , 
,2022-02-14 13:10,1.155555556, , 
,2022-02-14 13:13,1.711111111, , 
,2022-02-14 13:16,1.538888889, , 
,2022-02-14 13:19,1.455555556, , 
,2022-02-14 13:22,1.327777778, , 
,2022-02-14 13:25,0.983333333, , 
,2022-02-14 13:28,0.555555556, , 
,2022-02-14 13:31,0.427777778, , 
,2022-02-14 13:34,0.983333333, , 
,2022-02-14 13:37,0.683333333, , 
,2022-02-14 13:40,0.3, , 
,2022-02-14 13:43,0.727777778, , 
,2022-02-14 13:46,0.511111111, , 
,2022-02-14 13:49,0.811111111, , 
,2022-02-14 13:52,1.155555556, , 
,2022-02-14 13:55,1.455555556, , 
,2022-02-14 13:58,1.372222222, , 
,2022-02-14 14:01,1.238888889, , 
,2022-02-14 14:04,1.2, , 
,2022-02-14 14:07,1.5, , 
,2022-02-14 14:10,2.144444444, , 
,2022-02-14 14:13,1.711111111, , 
,2022-02-14 14:16,1.583333333, , 
,2022-02-14 14:19,0.983333333, , 
,2022-02-14 14:22,0.727777778, , 
,2022-02-14 14:25,0.6, , 
,2022-02-14 14:28,0.166666667, , 
,2022-02-14 14:31,-0.261111111, , 
,2022-02-14 14:34,-0.133333333, , 
,2022-02-14 14:37,0, , 
,2022-02-14 14:40,-0.261111111, , 
,2022-02-14 14:43,-0.344444444, , 
,2022-02-14 14:46,-0.172222222, , 
,2022-02-14 14:49,0.211111111, , 
,2022-02-14 14:52,0.127777778, , 
,2022-02-14 14:55,0, , 
,2022-02-14 14:58,-0.088888889, , 
,2022-02-14 15:01,0.166666667, , 
,2022-02-14 15:04,-0.133333333, , 
,2022-02-14 15:07,0.127777778, , 
,2022-02-14 15:10,0.555555556, , 
,2022-02-14 15:13,0.038888889, , 
,2022-02-14 15:16,0.638888889, , 
,2022-02-14 15:19,0.383333333, , 
,2022-02-14 15:22,0.427777778, , 
,2022-02-14 15:25,0.383333333, , 
,2022-02-14 15:28,0.166666667, , 
,2022-02-14 15:31,0.211111111, , 
,2022-02-14 15:34,0.383333333, , 
,2022-02-14 15:37,0.727777778, , 
,2022-02-14 15:40,1.327777778, , 
,2022-02-14 15:43,0.9, , 
,2022-02-14 15:46,0.811111111, , 
,2022-02-14 15:49,0.6, , 
,2022-02-14 15:52,1.238888889, , 
,2022-02-14 15:55,0.938888889, , 
,2022-02-14 15:58,0.3, , 
,2022-02-14 16:01,0.383333333, , 
,2022-02-14 16:04,-0.561111111, , 
,2022-02-14 16:07,-1.205555556, , 
,2022-02-14 16:10,-1.761111111, , 
,2022-02-14 16:13,-2.277777778, , 
,2022-02-14 16:16,-2.788888889, , 
,2022-02-14 16:19,-2.788888889, , 
,2022-02-14 16:22,-2.833333333, , 
,2022-02-14 16:25,-2.705555556, , 
,2022-02-14 16:28,-2.877777778, , 
,2022-02-14 16:31,-2.788888889, , 
,2022-02-14 16:34,-2.705555556, , 
,2022-02-14 16:37,-2.15, , 
,2022-02-14 16:40,-1.805555556, , 
,2022-02-14 16:43,-2.277777778, , 
,2022-02-14 16:46,-2.277777778, , 
,2022-02-14 16:49,-2.405555556, , 
,2022-02-14 16:52,-2.622222222, , 
,2022-02-14 16:55,-2.922222222, , 
,2022-02-14 16:58,-3.177777778, , 
,2022-02-14 17:01,-3.261111111, , 
,2022-02-14 17:04,-3.35, , 
,2022-02-14 17:07,-3.305555556, , 
,2022-02-14 17:10,-3.05, , 
,2022-02-14 17:13,-3.261111111, , 
,2022-02-14 17:16,-2.705555556, , 
,2022-02-14 17:19,-2.45, , 
,2022-02-14 17:22,-3.35, , 
,2022-02-14 17:25,-3.905555556, , 
,2022-02-14 17:28,-5.066666667, , 
,2022-02-14 17:31,-5.538888889, , 
,2022-02-14 17:34,-5.577777778, , 
,2022-02-14 17:37,-5.75, , 
,2022-02-14 17:40,-6.95, , 
,2022-02-14 17:43,-7.422222222, , 
,2022-02-14 17:46,-6.65, , 
,2022-02-14 17:49,-5.966666667, , 
,2022-02-14 17:52,-6.222222222, , 
,2022-02-14 17:55,-7.811111111, , 
,2022-02-14 17:58,-7.555555556, , 
,2022-02-14 18:01,-6.911111111, , 
,2022-02-14 18:04,-7.211111111, , 
,2022-02-14 18:07,-6.65, , 
,2022-02-14 18:10,-7.383333333, , 
,2022-02-14 18:13,-7.511111111, , 
,2022-02-14 18:16,-7.294444444, , 
,2022-02-14 18:19,-6.866666667, , 
,2022-02-14 18:22,-6.522222222, , 
,2022-02-14 18:25,-6.866666667, , 
,2022-02-14 18:28,-8.155555556, , 
,2022-02-14 18:31,-8.494444444, , 
,2022-02-14 18:34,-8.111111111, , 
,2022-02-14 18:37,-8.111111111, , 
,2022-02-14 18:40,-8.327777778, , 
,2022-02-14 18:43,-8.283333333, , 
,2022-02-14 18:46,-8.538888889, , 
,2022-02-14 18:49,-9.355555556, , 
,2022-02-14 18:52,-8.627777778, , 
,2022-02-14 18:55,-9.311111111, , 
,2022-02-14 18:58,-8.711111111, , 
,2022-02-14 19:01,-8.238888889, , 
