#,Date-Time (MST),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
1528,12/19/2023 19:06:35,-6.45,73.70,-10.37,,,
1529,12/19/2023 19:09:35,-6.86,74.36,-10.65,,,
1530,12/19/2023 19:12:35,-7.10,75.52,-10.70,,,
1531,12/19/2023 19:15:35,-7.21,76.23,-10.69,,,
1532,12/19/2023 19:18:35,-7.39,77.00,-10.74,,,
1533,12/19/2023 19:21:35,-7.60,76.83,-10.96,,,
1534,12/19/2023 19:24:35,-7.77,77.56,-11.01,,,
1535,12/19/2023 19:27:35,-7.93,78.41,-11.03,,,
1536,12/19/2023 19:30:35,-7.94,78.48,-11.03,,,
1537,12/19/2023 19:33:35,-7.87,78.92,-10.90,,,
1538,12/19/2023 19:36:35,-8.07,78.36,-11.18,,,
1539,12/19/2023 19:39:35,-8.18,79.47,-11.10,,,
1540,12/19/2023 19:42:35,-8.11,79.77,-10.99,,,
1541,12/19/2023 19:45:35,-8.15,79.34,-11.10,,,
1542,12/19/2023 19:48:35,-8.16,80.08,-11.00,,,
1543,12/19/2023 19:51:35,-8.18,79.28,-11.13,,,
1544,12/19/2023 19:54:35,-8.19,79.55,-11.10,,,
1545,12/19/2023 19:57:35,-8.13,79.56,-11.05,,,
1546,12/19/2023 20:00:35,-8.22,79.66,-11.12,,,
1547,12/19/2023 20:03:35,-8.35,79.63,-11.25,,,
1548,12/19/2023 20:06:35,-8.39,80.67,-11.13,,,
1549,12/19/2023 20:09:35,-8.33,81.01,-11.01,,,
1550,12/19/2023 20:12:35,-8.27,80.61,-11.02,,,
1551,12/19/2023 20:15:35,-8.00,80.46,-10.78,,,
1552,12/19/2023 20:18:35,-7.93,79.77,-10.82,,,
1553,12/19/2023 20:21:35,-7.92,79.56,-10.84,,,
1554,12/19/2023 20:24:35,-7.99,79.28,-10.96,,,
1555,12/19/2023 20:27:35,-8.08,79.50,-11.00,,,
1556,12/19/2023 20:30:35,-8.08,80.46,-10.86,,,
1557,12/19/2023 20:33:35,-8.03,80.25,-10.84,,,
1558,12/19/2023 20:36:35,-7.89,80.47,-10.66,,,
1559,12/19/2023 20:39:35,-7.87,80.10,-10.71,,,
1560,12/19/2023 20:42:35,-8.03,80.67,-10.77,,,
1561,12/19/2023 20:45:35,-8.16,81.42,-10.79,,,
1562,12/19/2023 20:48:35,-8.24,81.05,-10.92,,,
1563,12/19/2023 20:51:35,-8.26,81.18,-10.92,,,
1564,12/19/2023 20:54:35,-8.19,81.89,-10.74,,,
1565,12/19/2023 20:57:35,-7.97,81.92,-10.52,,,
1566,12/19/2023 21:00:35,-7.68,81.21,-10.35,,,
1567,12/19/2023 21:03:35,-7.40,80.33,-10.22,,,
1568,12/19/2023 21:06:35,-7.09,79.22,-10.09,,,
1569,12/19/2023 21:09:35,-7.02,78.43,-10.14,,,
1570,12/19/2023 21:12:35,-6.73,77.84,-9.95,,,
1571,12/19/2023 21:15:35,-6.52,77.11,-9.87,,,
1572,12/19/2023 21:18:35,-6.43,76.20,-9.93,,,
1573,12/19/2023 21:21:35,-6.39,76.56,-9.84,,,
1574,12/19/2023 21:24:35,-6.37,76.41,-9.84,,,
1575,12/19/2023 21:27:35,-6.64,77.66,-9.90,,,
1576,12/19/2023 21:30:35,-6.79,78.43,-9.92,,,
1577,12/19/2023 21:33:35,-6.56,78.40,-9.70,,,
1578,12/19/2023 21:36:35,-6.11,76.61,-9.55,,,
1579,12/19/2023 21:39:35,-5.90,75.69,-9.50,,,
1580,12/19/2023 21:42:35,-6.06,75.75,-9.65,,,
1581,12/19/2023 21:45:35,-6.35,76.32,-9.84,,,
1582,12/19/2023 21:48:35,-6.48,77.10,-9.83,,,
1583,12/19/2023 21:51:35,-6.58,77.16,-9.92,,,
1584,12/19/2023 21:54:35,-6.74,78.32,-9.89,,,
1585,12/19/2023 21:57:35,-6.85,80.20,-9.69,,,
1586,12/19/2023 22:00:35,-6.87,80.62,-9.64,,,
1587,12/19/2023 22:03:35,-6.95,80.65,-9.72,,,
1588,12/19/2023 22:06:35,-6.85,80.52,-9.64,,,
1589,12/19/2023 22:09:35,-6.78,81.72,-9.39,,,
1590,12/19/2023 22:12:35,-6.79,81.76,-9.39,,,
1591,12/19/2023 22:15:35,-6.80,81.24,-9.49,,,
1592,12/19/2023 22:18:35,-6.85,81.44,-9.50,,,
1593,12/19/2023 22:21:35,-6.88,80.89,-9.61,,,
1594,12/19/2023 22:24:35,-6.92,81.00,-9.64,,,
1595,12/19/2023 22:27:35,-7.00,81.02,-9.71,,,
1596,12/19/2023 22:30:35,-6.98,80.81,-9.73,,,
1597,12/19/2023 22:33:35,-6.94,80.39,-9.75,,,
1598,12/19/2023 22:36:35,-7.09,80.94,-9.82,,,
1599,12/19/2023 22:39:35,-7.20,81.42,-9.85,,,
1600,12/19/2023 22:42:35,-7.20,80.85,-9.93,,,
1601,12/19/2023 22:45:35,-7.25,81.39,-9.90,,,
1602,12/19/2023 22:48:35,-7.24,80.94,-9.96,,,
1603,12/19/2023 22:51:35,-7.23,81.02,-9.94,,,
1604,12/19/2023 22:54:35,-7.53,81.51,-10.16,,,
1605,12/19/2023 22:57:35,-7.87,81.66,-10.47,,,
1606,12/19/2023 23:00:35,-7.92,83.35,-10.25,,,
1607,12/19/2023 23:03:35,-7.80,83.44,-10.12,,,
1608,12/19/2023 23:06:35,-7.74,82.85,-10.15,,,
1609,12/19/2023 23:09:35,-7.57,82.22,-10.09,,,
1610,12/19/2023 23:12:35,-7.51,81.98,-10.06,,,
1611,12/19/2023 23:15:35,-7.47,82.10,-10.00,,,
1612,12/19/2023 23:18:35,-7.37,82.18,-9.90,,,
1613,12/19/2023 23:21:35,-7.12,81.74,-9.72,,,
1614,12/19/2023 23:24:35,-6.79,80.39,-9.61,,,
1615,12/19/2023 23:27:35,-6.73,79.66,-9.66,,,
1616,12/19/2023 23:30:35,-6.60,79.37,-9.58,,,
1617,12/19/2023 23:33:35,-6.65,79.47,-9.62,,,
1618,12/19/2023 23:36:35,-6.64,79.74,-9.56,,,
1619,12/19/2023 23:39:35,-6.58,79.71,-9.51,,,
1620,12/19/2023 23:42:35,-6.58,79.47,-9.54,,,
1621,12/19/2023 23:45:35,-6.33,78.75,-9.42,,,
1622,12/19/2023 23:48:35,-6.19,78.66,-9.30,,,
1623,12/19/2023 23:51:35,-6.31,79.98,-9.20,,,
1624,12/19/2023 23:54:35,-6.49,80.51,-9.30,,,
1625,12/19/2023 23:57:35,-6.55,80.49,-9.35,,,
1626,12/20/2023 00:00:35,-6.57,80.79,-9.32,,,
1627,12/20/2023 00:03:35,-6.61,81.94,-9.19,,,
1628,12/20/2023 00:06:35,-6.57,81.76,-9.17,,,
1629,12/20/2023 00:09:35,-6.38,80.33,-9.22,,,
1630,12/20/2023 00:12:35,-6.41,81.33,-9.08,,,
1631,12/20/2023 00:15:35,-6.45,80.91,-9.19,,,
1632,12/20/2023 00:18:35,-6.47,81.05,-9.19,,,
1633,12/20/2023 00:21:35,-6.45,81.42,-9.11,,,
1634,12/20/2023 00:24:35,-6.49,81.79,-9.10,,,
1635,12/20/2023 00:27:35,-6.60,82.84,-9.04,,,
1636,12/20/2023 00:30:35,-6.61,83.28,-8.98,,,
1637,12/20/2023 00:33:35,-6.59,83.42,-8.94,,,
1638,12/20/2023 00:36:35,-6.63,83.13,-9.03,,,
1639,12/20/2023 00:39:35,-6.64,82.80,-9.09,,,
1640,12/20/2023 00:42:35,-6.52,82.83,-8.97,,,
1641,12/20/2023 00:45:35,-6.56,81.72,-9.17,,,
1642,12/20/2023 00:48:35,-6.42,80.71,-9.19,,,
1643,12/20/2023 00:51:35,-6.21,79.34,-9.21,,,
1644,12/20/2023 00:54:35,-6.13,79.02,-9.18,,,
1645,12/20/2023 00:57:35,-6.22,79.56,-9.18,,,
1646,12/20/2023 01:00:35,-6.24,79.93,-9.15,,,
1647,12/20/2023 01:03:35,-6.17,79.72,-9.11,,,
1648,12/20/2023 01:06:35,-6.14,79.37,-9.13,,,
1649,12/20/2023 01:09:35,-6.11,79.10,-9.14,,,
1650,12/20/2023 01:12:35,-6.13,79.10,-9.16,,,
1651,12/20/2023 01:15:35,-6.24,79.37,-9.24,,,
1652,12/20/2023 01:18:35,-6.22,79.32,-9.22,,,
1653,12/20/2023 01:21:35,-6.26,79.44,-9.24,,,
1654,12/20/2023 01:24:35,-6.30,80.10,-9.17,,,
1655,12/20/2023 01:27:35,-6.42,80.02,-9.30,,,
1656,12/20/2023 01:30:35,-6.51,81.08,-9.23,,,
1657,12/20/2023 01:33:35,-6.63,81.55,-9.27,,,
1658,12/20/2023 01:36:35,-6.65,82.97,-9.07,,,
1659,12/20/2023 01:39:35,-6.77,82.35,-9.28,,,
1660,12/20/2023 01:42:35,-6.91,83.25,-9.28,,,
1661,12/20/2023 01:45:35,-7.11,83.63,-9.42,,,
1662,12/20/2023 01:48:35,-7.13,83.31,-9.49,,,
1663,12/20/2023 01:51:35,-7.21,82.77,-9.65,,,
1664,12/20/2023 01:54:35,-7.10,81.86,-9.68,,,
1665,12/20/2023 01:57:35,-7.67,80.56,-10.44,,,
1666,12/20/2023 02:00:35,-8.20,83.51,-10.50,,,
1667,12/20/2023 02:03:35,-8.29,84.85,-10.40,,,
1668,12/20/2023 02:06:35,-8.37,85.10,-10.43,,,
1669,12/20/2023 02:09:35,-8.53,84.29,-10.71,,,
1670,12/20/2023 02:12:35,-8.75,85.17,-10.81,,,
1671,12/20/2023 02:15:35,-8.57,87.09,-10.35,,,
1672,12/20/2023 02:18:35,-8.01,85.26,-10.06,,,
1673,12/20/2023 02:21:35,-8.12,83.12,-10.49,,,
1674,12/20/2023 02:24:35,-8.30,83.85,-10.56,,,
1675,12/20/2023 02:27:35,-8.54,83.74,-10.81,,,
1676,12/20/2023 02:30:35,-8.74,84.96,-10.83,,,
1677,12/20/2023 02:33:35,-8.65,85.47,-10.65,,,
1678,12/20/2023 02:36:35,-8.80,84.90,-10.89,,,
1679,12/20/2023 02:39:35,-9.00,84.72,-11.11,,,
1680,12/20/2023 02:42:35,-8.93,87.19,-10.68,,,
1681,12/20/2023 02:45:35,-8.90,84.83,-11.00,,,
1682,12/20/2023 02:48:35,-8.81,86.55,-10.66,,,
1683,12/20/2023 02:51:35,-8.86,86.25,-10.75,,,
1684,12/20/2023 02:54:35,-8.75,85.73,-10.72,,,
1685,12/20/2023 02:57:35,-8.67,85.69,-10.64,,,
1686,12/20/2023 03:00:35,-8.64,85.89,-10.58,,,
1687,12/20/2023 03:03:35,-8.55,85.35,-10.58,,,
1688,12/20/2023 03:06:35,-8.49,85.11,-10.55,,,
1689,12/20/2023 03:09:35,-8.51,85.43,-10.52,,,
1690,12/20/2023 03:12:35,-8.63,85.64,-10.61,,,
1691,12/20/2023 03:15:35,-8.68,85.89,-10.63,,,
1692,12/20/2023 03:18:35,-8.75,86.22,-10.65,,,
1693,12/20/2023 03:21:35,-8.73,86.78,-10.55,,,
1694,12/20/2023 03:24:35,-8.73,87.00,-10.52,,,
1695,12/20/2023 03:27:35,-8.66,87.26,-10.40,,,
1696,12/20/2023 03:30:35,-8.56,87.18,-10.32,,,
1697,12/20/2023 03:33:35,-8.53,87.03,-10.31,,,
1698,12/20/2023 03:36:35,-8.38,87.11,-10.15,,,
1699,12/20/2023 03:39:35,-8.08,86.13,-10.00,,,
1700,12/20/2023 03:42:35,-7.66,84.56,-9.82,,,
1701,12/20/2023 03:45:35,-7.68,83.56,-9.99,,,
1702,12/20/2023 03:48:35,-7.57,84.21,-9.79,,,
1703,12/20/2023 03:51:35,-7.92,83.01,-10.31,,,
1704,12/20/2023 03:54:35,-8.49,84.32,-10.67,,,
1705,12/20/2023 03:57:35,-8.79,85.47,-10.79,,,
1706,12/20/2023 04:00:35,-8.94,86.39,-10.81,,,
1707,12/20/2023 04:03:35,-9.04,87.03,-10.82,,,
1708,12/20/2023 04:06:35,-9.19,87.48,-10.90,,,
1709,12/20/2023 04:09:35,-9.26,88.48,-10.82,,,
1710,12/20/2023 04:12:35,-9.22,88.80,-10.74,,,
1711,12/20/2023 04:15:35,-9.16,88.55,-10.72,,,
1712,12/20/2023 04:18:35,-9.13,88.62,-10.68,,,
1713,12/20/2023 04:21:35,-9.09,88.67,-10.63,,,
1714,12/20/2023 04:24:35,-9.09,88.78,-10.61,,,
1715,12/20/2023 04:27:35,-9.05,88.69,-10.59,,,
1716,12/20/2023 04:30:35,-8.98,88.81,-10.50,,,
1717,12/20/2023 04:33:35,-8.90,89.00,-10.40,,,
1718,12/20/2023 04:36:35,-8.79,87.78,-10.46,,,
1719,12/20/2023 04:39:35,-8.89,87.17,-10.65,,,
1720,12/20/2023 04:42:35,-9.18,86.84,-10.98,,,
1721,12/20/2023 04:45:35,-9.40,87.92,-11.04,,,
1722,12/20/2023 04:48:35,-9.43,88.81,-10.95,,,
1723,12/20/2023 04:51:35,-9.56,88.20,-11.16,,,
1724,12/20/2023 04:54:35,-9.77,88.71,-11.30,,,
1725,12/20/2023 04:57:35,-9.72,89.74,-11.10,,,
1726,12/20/2023 05:00:35,-9.17,89.60,-10.58,,,
1727,12/20/2023 05:03:35,-9.11,88.06,-10.73,,,
1728,12/20/2023 05:06:35,-9.16,87.20,-10.91,,,
1729,12/20/2023 05:09:35,-9.57,85.99,-11.49,,,
1730,12/20/2023 05:12:35,-10.06,86.91,-11.84,,,
1731,12/20/2023 05:15:35,-10.32,88.84,-11.82,,,
1732,12/20/2023 05:18:35,-10.42,89.41,-11.84,,,
1733,12/20/2023 05:21:35,-10.62,88.97,-12.10,,,
1734,12/20/2023 05:24:35,-10.40,91.44,-11.54,,,
1735,12/20/2023 05:27:35,-10.11,90.12,-11.43,,,
1736,12/20/2023 05:30:35,-10.42,88.46,-11.97,,,
1737,12/20/2023 05:33:35,-10.70,88.34,-12.26,,,
1738,12/20/2023 05:36:35,-10.86,90.09,-12.18,,,
1739,12/20/2023 05:39:35,-10.61,91.31,-11.77,,,
1740,12/20/2023 05:42:35,-10.45,91.51,-11.58,,,
1741,12/20/2023 05:45:35,-10.55,91.13,-11.73,,,
1742,12/20/2023 05:48:35,-10.58,90.52,-11.84,,,
1743,12/20/2023 05:51:35,-10.43,91.17,-11.61,,,
1744,12/20/2023 05:54:35,-10.42,90.73,-11.66,,,
1745,12/20/2023 05:57:35,-10.22,91.90,-11.30,,,
1746,12/20/2023 06:00:35,-9.93,91.04,-11.14,,,
1747,12/20/2023 06:03:35,-9.81,90.91,-11.03,,,
1748,12/20/2023 06:06:35,-9.60,90.29,-10.91,,,
1749,12/20/2023 06:09:35,-10.10,87.88,-11.74,,,
1750,12/20/2023 06:12:35,-10.49,88.46,-12.04,,,
1751,12/20/2023 06:15:35,-10.66,89.73,-12.04,,,
1752,12/20/2023 06:18:35,-10.68,89.99,-12.02,,,
1753,12/20/2023 06:21:35,-10.97,89.63,-12.36,,,
1754,12/20/2023 06:24:35,-11.09,90.59,-12.34,,,
1755,12/20/2023 06:27:35,-11.22,91.01,-12.41,,,
1756,12/20/2023 06:30:35,-11.45,90.83,-12.66,,,
1757,12/20/2023 06:33:35,-11.74,91.28,-12.89,,,
1758,12/20/2023 06:36:35,-11.86,91.84,-12.94,,,
1759,12/20/2023 06:39:35,-11.99,92.33,-13.00,,,
1760,12/20/2023 06:42:35,-12.06,92.75,-13.01,,,
1761,12/20/2023 06:45:35,-12.06,93.30,-12.94,,,
1762,12/20/2023 06:48:35,-12.11,93.25,-13.00,,,
1763,12/20/2023 06:51:35,-12.15,93.10,-13.06,,,
1764,12/20/2023 06:54:35,-12.33,92.43,-13.32,,,
1765,12/20/2023 06:57:35,-12.51,92.10,-13.55,,,
1766,12/20/2023 07:00:35,-12.74,91.68,-13.83,,,
1767,12/20/2023 07:03:35,-13.01,91.44,-14.13,,,
1768,12/20/2023 07:06:35,-12.87,92.88,-13.80,,,
1769,12/20/2023 07:09:35,-13.10,91.98,-14.15,,,
1770,12/20/2023 07:12:35,-13.16,92.69,-14.12,,,
1771,12/20/2023 07:15:35,-13.06,93.93,-13.85,,,
1772,12/20/2023 07:18:35,-12.94,93.74,-13.76,,,
1773,12/20/2023 07:21:35,-12.71,93.69,-13.54,,,
1774,12/20/2023 07:24:35,-12.65,93.00,-13.56,,,
1775,12/20/2023 07:27:35,-12.72,92.04,-13.77,,,
1776,12/20/2023 07:30:35,-12.10,94.00,-12.89,,,
1777,12/20/2023 07:33:35,-11.90,91.98,-12.95,,,
1778,12/20/2023 07:36:35,-12.11,89.85,-13.46,,,
1779,12/20/2023 07:39:35,-12.23,90.51,-13.48,,,
1780,12/20/2023 07:42:35,-12.14,91.27,-13.29,,,
1781,12/20/2023 07:45:35,-12.15,90.40,-13.42,,,
1782,12/20/2023 07:48:35,-12.36,89.78,-13.71,,,
1783,12/20/2023 07:51:35,-12.13,91.31,-13.28,,,
1784,12/20/2023 07:54:35,-11.90,90.77,-13.12,,,
1785,12/20/2023 07:57:35,-11.23,89.03,-12.70,,,
1786,12/20/2023 08:00:35,-10.89,85.94,-12.79,,,
1787,12/20/2023 08:03:35,-10.40,85.38,-12.39,,,
1788,12/20/2023 08:06:35,-9.94,83.05,-12.29,,,
1789,12/20/2023 08:09:35,-9.67,81.96,-12.18,,,
1790,12/20/2023 08:12:35,-9.32,81.50,-11.91,,,
1791,12/20/2023 08:15:35,-8.55,81.41,-11.17,,,
1792,12/20/2023 08:18:35,-7.55,78.68,-10.62,,,
1793,12/20/2023 08:21:35,-6.96,74.67,-10.71,,,
1794,12/20/2023 08:24:35,-6.83,73.78,-10.73,,,
1795,12/20/2023 08:27:35,-6.98,74.97,-10.68,,,
1796,12/20/2023 08:30:35,-6.89,75.00,-10.58,,,
1797,12/20/2023 08:33:35,-6.86,75.42,-10.48,,,
1798,12/20/2023 08:36:35,-6.43,75.47,-10.05,,,
1799,12/20/2023 08:39:35,-5.86,73.63,-9.81,,,
1800,12/20/2023 08:42:35,-5.73,72.78,-9.83,,,
1801,12/20/2023 08:45:35,-5.20,72.09,-9.45,,,
1802,12/20/2023 08:48:35,-4.93,71.17,-9.34,,,
1803,12/20/2023 08:51:35,-4.78,71.23,-9.19,,,
1804,12/20/2023 08:54:35,-4.59,70.58,-9.13,,,
1805,12/20/2023 08:57:35,-4.66,70.07,-9.28,,,
1806,12/20/2023 09:00:35,-5.17,70.44,-9.71,,,
1807,12/20/2023 09:03:35,-5.10,72.25,-9.32,,,
1808,12/20/2023 09:06:35,-4.55,71.22,-8.97,,,
1809,12/20/2023 09:09:35,-4.23,69.99,-8.88,,,
1810,12/20/2023 09:12:35,-3.86,68.61,-8.79,,,
1811,12/20/2023 09:15:35,-2.96,66.49,-8.33,,,
1812,12/20/2023 09:18:35,-2.87,63.62,-8.80,,,
1813,12/20/2023 09:21:35,-3.32,65.30,-8.89,,,
1814,12/20/2023 09:24:35,-3.28,66.32,-8.67,,,
1815,12/20/2023 09:27:35,-3.65,67.03,-8.88,,,
1816,12/20/2023 09:30:35,-3.42,66.69,-8.73,,,
1817,12/20/2023 09:33:35,-3.32,68.04,-8.37,,,
1818,12/20/2023 09:36:35,-3.27,68.06,-8.32,,,
1819,12/20/2023 09:39:35,-3.12,68.09,-8.17,,,
1820,12/20/2023 09:42:35,-3.37,69.39,-8.17,,,
1821,12/20/2023 09:45:35,-3.07,69.13,-7.93,,,
1822,12/20/2023 09:48:35,-2.78,68.48,-7.77,,,
1823,12/20/2023 09:51:35,-2.93,68.53,-7.91,,,
1824,12/20/2023 09:54:35,-2.71,67.98,-7.79,,,
1825,12/20/2023 09:57:35,-2.54,67.67,-7.70,,,
1826,12/20/2023 10:00:35,-2.71,68.07,-7.78,,,
1827,12/20/2023 10:03:35,-2.65,68.79,-7.59,,,
1828,12/20/2023 10:06:35,-2.42,68.19,-7.48,,,
1829,12/20/2023 10:09:35,-2.19,67.65,-7.36,,,
1830,12/20/2023 10:12:35,-2.07,66.57,-7.46,,,
1831,12/20/2023 10:15:35,-2.05,66.88,-7.38,,,
1832,12/20/2023 10:18:35,-1.99,65.82,-7.52,,,
1833,12/20/2023 10:21:35,-1.98,65.40,-7.60,,,
1834,12/20/2023 10:24:35,-1.85,65.55,-7.44,,,
1835,12/20/2023 10:27:35,-1.49,64.08,-7.40,,,
1836,12/20/2023 10:30:35,-1.36,63.55,-7.38,,,
1837,12/20/2023 10:33:35,-0.70,60.99,-7.28,,,
1838,12/20/2023 10:36:35,-0.26,59.46,-7.20,,,
1839,12/20/2023 10:39:35,-0.43,61.00,-7.03,,,
1840,12/20/2023 10:42:35,0.45,57.81,-6.89,,,
1841,12/20/2023 10:45:35,0.81,56.27,-6.90,,,
1842,12/20/2023 10:48:35,1.14,54.14,-7.09,,,
1843,12/20/2023 10:51:35,0.67,54.90,-7.35,,,
1844,12/20/2023 10:54:35,0.77,54.43,-7.37,,,
1845,12/20/2023 10:57:35,1.12,54.00,-7.15,,,
1846,12/20/2023 11:00:35,0.91,55.08,-7.09,,,
1847,12/20/2023 11:03:35,1.71,53.14,-6.80,,,
1848,12/20/2023 11:06:35,2.35,50.75,-6.81,,,
1849,12/20/2023 11:09:35,2.85,50.06,-6.52,,,
1850,12/20/2023 11:12:35,3.11,48.39,-6.73,,,
1851,12/20/2023 11:15:35,3.25,48.00,-6.70,,,
1852,12/20/2023 11:18:35,3.70,47.11,-6.53,,,
1853,12/20/2023 11:21:35,3.45,46.69,-6.88,,,
1854,12/20/2023 11:24:35,3.16,47.23,-6.99,,,
1855,12/20/2023 11:27:35,3.64,46.48,-6.76,,,
1856,12/20/2023 11:30:35,3.44,46.61,-6.91,,,
1857,12/20/2023 11:33:35,2.98,47.42,-7.11,,,
1858,12/20/2023 11:36:35,2.75,48.09,-7.14,,,
1859,12/20/2023 11:39:35,3.48,46.91,-6.78,,,
1860,12/20/2023 11:42:35,4.57,44.99,-6.34,,,
1861,12/20/2023 11:45:35,4.51,44.22,-6.61,,,
1862,12/20/2023 11:48:35,5.08,42.58,-6.59,,,
1863,12/20/2023 11:51:35,4.56,44.09,-6.61,,,
1864,12/20/2023 11:54:35,4.48,43.32,-6.91,,,
1865,12/20/2023 11:57:35,4.98,42.44,-6.72,,,
1866,12/20/2023 12:00:35,5.68,41.06,-6.52,,,
1867,12/20/2023 12:03:35,5.13,41.58,-6.84,,,
1868,12/20/2023 12:06:35,4.95,42.55,-6.71,,,
1869,12/20/2023 12:09:35,4.51,43.88,-6.71,,,
1870,12/20/2023 12:12:35,3.93,44.45,-7.07,,,
1871,12/20/2023 12:15:35,3.52,46.15,-6.97,,,
1872,12/20/2023 12:18:35,3.54,45.76,-7.06,,,
1873,12/20/2023 12:21:35,3.98,44.76,-6.94,,,
1874,12/20/2023 12:24:35,4.06,44.96,-6.81,,,
1875,12/20/2023 12:27:35,4.31,44.47,-6.72,,,
1876,12/20/2023 12:30:35,4.60,44.25,-6.52,,,
1877,12/20/2023 12:33:35,4.90,43.02,-6.62,,,
1878,12/20/2023 12:36:35,5.39,41.66,-6.59,,,
1879,12/20/2023 12:39:35,5.76,41.07,-6.44,,,
1880,12/20/2023 12:42:35,5.17,41.91,-6.72,,,
1881,12/20/2023 12:45:35,5.12,42.31,-6.63,,,
1882,12/20/2023 12:48:35,5.12,42.73,-6.50,,,
1883,12/20/2023 12:51:35,5.00,42.42,-6.71,,,
1884,12/20/2023 12:54:35,4.69,43.88,-6.55,,,
1885,12/20/2023 12:57:35,5.05,43.44,-6.35,,,
1886,12/20/2023 13:00:35,5.08,42.74,-6.54,,,
1887,12/20/2023 13:03:35,4.78,43.79,-6.50,,,
1888,12/20/2023 13:06:35,4.61,43.68,-6.68,,,
1889,12/20/2023 13:09:35,4.87,43.74,-6.43,,,
1890,12/20/2023 13:12:35,4.97,43.73,-6.34,,,
1891,12/20/2023 13:15:35,5.05,43.02,-6.48,,,
1892,12/20/2023 13:18:35,5.62,42.50,-6.12,,,
1893,12/20/2023 13:21:35,5.46,42.46,-6.28,,,
1894,12/20/2023 13:24:35,5.41,43.01,-6.15,,,
1895,12/20/2023 13:27:35,5.47,42.20,-6.35,,,
1896,12/20/2023 13:30:35,5.37,42.34,-6.40,,,
1897,12/20/2023 13:33:35,5.46,42.87,-6.16,,,
1898,12/20/2023 13:36:35,5.59,43.66,-5.80,,,
1899,12/20/2023 13:39:35,5.56,42.73,-6.10,,,
1900,12/20/2023 13:42:35,5.85,42.70,-5.85,,,
1901,12/20/2023 13:45:35,5.28,44.51,-5.82,,,
1902,12/20/2023 13:48:35,5.39,43.80,-5.93,,,
1903,12/20/2023 13:51:35,5.35,43.75,-5.99,,,
1904,12/20/2023 13:54:35,5.55,43.32,-5.93,,,
1905,12/20/2023 13:57:35,5.39,43.21,-6.11,,,
1906,12/20/2023 14:00:35,5.37,43.88,-5.93,,,
1907,12/20/2023 14:03:35,5.52,42.91,-6.08,,,
1908,12/20/2023 14:06:35,5.35,43.27,-6.13,,,
1909,12/20/2023 14:09:35,5.40,44.58,-5.69,,,
1910,12/20/2023 14:12:35,5.26,44.98,-5.70,,,
1911,12/20/2023 14:15:35,5.33,44.26,-5.86,,,
1912,12/20/2023 14:18:35,5.43,44.02,-5.83,,,
1913,12/20/2023 14:21:35,5.50,44.65,-5.59,,,
1914,12/20/2023 14:24:35,5.56,43.86,-5.76,,,
1915,12/20/2023 14:27:35,5.63,43.65,-5.76,,,
1916,12/20/2023 14:30:35,5.62,44.29,-5.58,,,
1917,12/20/2023 14:33:35,5.65,43.53,-5.78,,,
1918,12/20/2023 14:36:35,5.80,42.93,-5.83,,,
1919,12/20/2023 14:39:35,5.93,43.06,-5.67,,,
1920,12/20/2023 14:42:35,5.85,44.18,-5.40,,,
1921,12/20/2023 14:45:35,5.65,43.54,-5.78,,,
1922,12/20/2023 14:48:35,5.92,42.77,-5.77,,,
1923,12/20/2023 14:51:35,6.08,42.84,-5.60,,,
1924,12/20/2023 14:54:35,5.54,44.32,-5.64,,,
1925,12/20/2023 14:57:35,5.32,45.00,-5.65,,,
1926,12/20/2023 15:00:35,5.16,45.45,-5.67,,,
1927,12/20/2023 15:03:35,5.25,44.70,-5.80,,,
1928,12/20/2023 15:06:35,5.38,44.08,-5.86,,,
1929,12/20/2023 15:09:35,5.35,44.62,-5.73,,,
1930,12/20/2023 15:12:35,5.38,44.05,-5.87,,,
1931,12/20/2023 15:15:35,5.45,43.64,-5.93,,,
1932,12/20/2023 15:18:35,5.35,43.89,-5.95,,,
1933,12/20/2023 15:21:35,5.33,44.64,-5.74,,,
1934,12/20/2023 15:24:35,5.33,44.11,-5.90,,,
1935,12/20/2023 15:27:35,5.35,43.08,-6.19,,,
1936,12/20/2023 15:30:35,5.27,43.55,-6.12,,,
1937,12/20/2023 15:33:35,5.10,43.66,-6.24,,,
1938,12/20/2023 15:36:35,5.04,44.48,-6.06,,,
1939,12/20/2023 15:39:35,5.02,43.85,-6.26,,,
1940,12/20/2023 15:42:35,5.02,44.23,-6.15,,,
1941,12/20/2023 15:45:35,4.93,44.62,-6.11,,,
1942,12/20/2023 15:48:35,4.69,45.61,-6.04,,,
1943,12/20/2023 15:51:35,4.34,46.70,-6.06,,,
1944,12/20/2023 15:54:35,4.09,48.04,-5.91,,,
1945,12/20/2023 15:57:35,3.78,48.80,-5.99,,,
1946,12/20/2023 16:00:35,3.40,50.19,-5.98,,,
1947,12/20/2023 16:03:35,3.05,51.37,-6.00,,,
1948,12/20/2023 16:06:35,2.83,51.98,-6.05,,,
1949,12/20/2023 16:09:35,2.67,52.55,-6.06,,,
1950,12/20/2023 16:12:35,2.52,53.14,-6.05,,,
1951,12/20/2023 16:15:35,2.26,54.13,-6.05,,,
1952,12/20/2023 16:18:35,1.99,55.06,-6.08,,,
