#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,04/09/2022 11:18:57,7.55,,
2,04/09/2022 11:21:57,8.62,,
3,04/09/2022 11:24:57,9.09,,
4,04/09/2022 11:27:57,7.55,,
5,04/09/2022 11:30:57,8.11,,
6,04/09/2022 11:33:57,9.31,,
7,04/09/2022 11:36:57,10.55,,
8,04/09/2022 11:39:57,10.51,,
9,04/09/2022 11:42:57,9.35,,
10,04/09/2022 11:45:57,9.65,,
11,04/09/2022 11:48:57,10.89,,
12,04/09/2022 11:51:57,10.51,,
13,04/09/2022 11:54:57,9.22,,
14,04/09/2022 11:57:57,9.99,,
15,04/09/2022 12:00:57,10.64,,
16,04/09/2022 12:03:57,10.77,,
17,04/09/2022 12:06:57,10.85,,
18,04/09/2022 12:09:57,9.44,,
19,04/09/2022 12:12:57,10.42,,
20,04/09/2022 12:15:57,10.77,,
21,04/09/2022 12:18:57,10.21,,
22,04/09/2022 12:21:57,11.45,,
23,04/09/2022 12:24:57,11.28,,
24,04/09/2022 12:27:57,11.54,,
25,04/09/2022 12:30:57,12.82,,
26,04/09/2022 12:33:57,13.38,,
27,04/09/2022 12:36:57,14.33,,
28,04/09/2022 12:39:57,13.98,,
29,04/09/2022 12:42:57,14.28,,
30,04/09/2022 12:45:57,12.61,,
31,04/09/2022 12:48:57,12.74,,
32,04/09/2022 12:51:57,12.95,,
33,04/09/2022 12:54:57,12.27,,
34,04/09/2022 12:57:57,11.75,,
35,04/09/2022 13:00:57,10.89,,
36,04/09/2022 13:03:57,11.32,,
37,04/09/2022 13:06:57,10.98,,
38,04/09/2022 13:09:57,11.24,,
39,04/09/2022 13:12:57,11.02,,
40,04/09/2022 13:15:57,11.02,,
41,04/09/2022 13:18:57,11.71,,
42,04/09/2022 13:21:57,12.57,,
43,04/09/2022 13:24:57,11.92,,
44,04/09/2022 13:27:57,11.92,,
45,04/09/2022 13:30:57,11.32,,
46,04/09/2022 13:33:57,13.30,,
47,04/09/2022 13:36:57,13.81,,
48,04/09/2022 13:39:57,12.82,,
49,04/09/2022 13:42:57,12.65,,
50,04/09/2022 13:45:57,13.08,,
51,04/09/2022 13:48:57,12.22,,
52,04/09/2022 13:51:57,12.40,,
53,04/09/2022 13:54:57,12.48,,
54,04/09/2022 13:57:57,11.97,,
55,04/09/2022 14:00:57,12.14,,
56,04/09/2022 14:03:57,12.57,,
57,04/09/2022 14:06:57,11.02,,
58,04/09/2022 14:09:57,11.62,,
59,04/09/2022 14:12:57,11.79,,
60,04/09/2022 14:15:57,11.49,,
61,04/09/2022 14:18:57,11.79,,
62,04/09/2022 14:21:57,11.92,,
63,04/09/2022 14:24:57,13.00,,
64,04/09/2022 14:27:57,13.08,,
65,04/09/2022 14:30:57,12.57,,
