#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File,EOF,"Temp, (*F)"
,4/9/2022 11:23,11.79444444, , ,,53.23
,4/9/2022 11:26,12.31111111, , ,,54.16
,4/9/2022 11:29,11.92222222, , ,,53.46
,4/9/2022 11:32,12.35, , ,,54.23
,4/9/2022 11:35,12.39444444, , ,,54.31
,4/9/2022 11:38,12.43888889, , ,,54.39
,4/9/2022 11:41,12.69444444, , ,,54.85
,4/9/2022 11:44,12.52222222, , ,,54.54
,4/9/2022 11:47,12.13888889, , ,,53.85
,4/9/2022 11:50,12.73888889, , ,,54.93
,4/9/2022 11:53,13.33888889, , ,,56.01
,4/9/2022 11:56,13.29444444, , ,,55.93
,4/9/2022 11:59,13.03888889, , ,,55.47
,4/9/2022 12:02,12.56666667, , ,,54.62
,4/9/2022 12:05,12.61111111, , ,,54.7
,4/9/2022 12:08,12.48333333, , ,,54.47
,4/9/2022 12:11,12.73888889, , ,,54.93
,4/9/2022 12:14,13.08333333, , ,,55.55
,4/9/2022 12:17,13.42777778, , ,,56.17
,4/9/2022 12:20,14.02777778, , ,,57.25
,4/9/2022 12:23,14.5, , ,,58.1
,4/9/2022 12:26,14.58333333, , ,,58.25
,4/9/2022 12:29,14.66666667, , ,,58.4
,4/9/2022 12:32,14.2, , ,,57.56
,4/9/2022 12:35,14.5, , ,,58.1
,4/9/2022 12:38,14.97222222, , ,,58.95
,4/9/2022 12:41,14.8, , ,,58.64
,4/9/2022 12:44,14.2, , ,,57.56
,4/9/2022 12:47,14.58333333, , ,,58.25
,4/9/2022 12:50,14.41111111, , ,,57.94
,4/9/2022 12:53,14.58333333, , ,,58.25
,4/9/2022 12:56,15.22777778, , ,,59.41
,4/9/2022 12:59,14.97222222, , ,,58.95
,4/9/2022 13:02,14.88333333, , ,,58.79
,4/9/2022 13:05,14.83888889, , ,,58.71
,4/9/2022 13:08,14.71111111, , ,,58.48
,4/9/2022 13:11,14.83888889, , ,,58.71
,4/9/2022 13:14,14.88333333, , ,,58.79
,4/9/2022 13:17,14.83888889, , ,,58.71
,4/9/2022 13:20,14.62777778, , ,,58.33
,4/9/2022 13:23,14.92777778, , ,,58.87
,4/9/2022 13:26,14.88333333, , ,,58.79
,4/9/2022 13:29,15.13888889, , ,,59.25
,4/9/2022 13:32,15.52777778, , ,,59.95
,4/9/2022 13:35,15.95555556, , ,,60.72
,4/9/2022 13:38,15.7, , ,,60.26
,4/9/2022 13:41,15.48333333, , ,,59.87
,4/9/2022 13:44,15.78333333, , ,,60.41
,4/9/2022 13:47,15.52777778, , ,,59.95
,4/9/2022 13:50,15.74444444, , ,,60.34
,4/9/2022 13:53,15.22777778, , ,,59.41
,4/9/2022 13:56,15.4, , ,,59.72
,4/9/2022 13:59,15.4, , ,,59.72
,4/9/2022 14:02,15.27222222, , ,,59.49
,4/9/2022 14:05,15.52777778, , ,,59.95
,4/9/2022 14:08,15.95555556, , ,,60.72
,4/9/2022 14:11,15.7, , ,,60.26
,4/9/2022 14:14,15.48333333, , ,,59.87
,4/9/2022 14:17,16.25555556, , ,,61.26
,4/9/2022 14:20,16.34444444, , ,,61.42
,4/9/2022 14:23,16.34444444, , ,,61.42
,4/9/2022 14:26,16.08333333, , ,,60.95
,4/9/2022 14:29,15.87222222, , ,,60.57
,4/9/2022 14:32,15.65555556, , ,,60.18
,4/9/2022 14:35,15.65555556, , ,,60.18
,4/9/2022 14:38,15.52777778, , ,,59.95
,4/9/2022 14:41,15.57222222, , ,,60.03
,4/9/2022 14:44,15.52777778, , ,,59.95
,4/9/2022 14:47,15.18333333, , ,,59.33
,4/9/2022 14:50,15.31111111, , ,,59.56
,4/9/2022 14:53,15.31111111, , ,,59.56
,4/9/2022 14:56,15.1, , ,,59.18
,4/9/2022 14:59,15.27222222, , ,,59.49
,4/9/2022 15:02,15.01111111, , ,,59.02
,4/9/2022 15:05,15.31111111, , ,,59.56
,4/9/2022 15:08,15.61111111, , ,,60.1
,4/9/2022 15:11,15.7, , ,,60.26
,4/9/2022 15:14,15.57222222, , ,,60.03
,4/9/2022 15:17,15.78333333, , ,,60.41
,4/9/2022 15:20,16.17222222, , ,,61.11
,4/9/2022 15:23,16.12777778, , ,,61.03
,4/9/2022 15:26,15.35555556, , ,,59.64
,4/9/2022 15:29,15.52777778, , ,,59.95
,4/9/2022 15:32,16.34444444, , ,,61.42
,4/9/2022 15:35,15.87222222, , ,,60.57
,4/9/2022 15:38,15.7, , ,,60.26
,4/9/2022 15:41,15.43888889, , ,,59.79
,4/9/2022 15:44,15.43888889, , ,,59.79
,4/9/2022 15:47,15.31111111, , ,,59.56
,4/9/2022 15:50,15.57222222, , ,,60.03
,4/9/2022 15:53,15.57222222, , ,,60.03
,4/9/2022 15:56,15.57222222, , ,,60.03
,4/9/2022 15:59,15.65555556, , ,,60.18
,4/9/2022 16:02,15.74444444, , ,,60.34
,4/9/2022 16:05,15.95555556, , ,,60.72
,4/9/2022 16:08,15.7, , ,,60.26
,4/9/2022 16:11,15.74444444, , ,,60.34
,4/9/2022 16:14,15.95555556, , ,,60.72
,4/9/2022 16:17,15.78333333, , ,,60.41
,4/9/2022 16:20,15.61111111, , ,,60.1
,4/9/2022 16:23,15.74444444, , ,,60.34
,4/9/2022 16:26,15.57222222, , ,,60.03
,4/9/2022 16:29,15.27222222, , ,,59.49
,4/9/2022 16:32,15.48333333, , ,,59.87
,4/9/2022 16:35,15.78333333, , ,,60.41
,4/9/2022 16:38,16.12777778, , ,,61.03
,4/9/2022 16:41,16.21111111, , ,,61.18
,4/9/2022 16:44,15.7, , ,,60.26
,4/9/2022 16:47,15.7, , ,,60.26
,4/9/2022 16:50,15.52777778, , ,,59.95
,4/9/2022 16:53,15.48333333, , ,,59.87
,4/9/2022 16:56,15.57222222, , ,,60.03
,4/9/2022 16:59,15.31111111, , ,,59.56
,4/9/2022 17:02,15.43888889, , ,,59.79
,4/9/2022 17:05,14.97222222, , ,,58.95
,4/9/2022 17:08,15.31111111, , ,,59.56
,4/9/2022 17:11,15.01111111, , ,,59.02
,4/9/2022 17:14,15.22777778, , ,,59.41
,4/9/2022 17:17,15.18333333, , ,,59.33
,4/9/2022 17:20,15.4, , ,,59.72
,4/9/2022 17:23,15.18333333, , ,,59.33
,4/9/2022 17:26,15.13888889, , ,,59.25
,4/9/2022 17:29,15.05555556, , ,,59.1
,4/9/2022 17:32,14.97222222, , ,,58.95
,4/9/2022 17:35,15.18333333, , ,,59.33
,4/9/2022 17:38,15.05555556, , ,,59.1
,4/9/2022 17:41,15.27222222, , ,,59.49
