#,Date-Time (MDT),Ch: 1 - Temperature   (°C ),Host Connected,End of File
1,04/09/2022 10:00:45,7.20,,
2,04/09/2022 10:03:45,7.55,,
3,04/09/2022 10:06:45,8.66,,
4,04/09/2022 10:09:45,8.23,,
5,04/09/2022 10:12:45,7.68,,
6,04/09/2022 10:15:45,7.08,,
7,04/09/2022 10:18:45,7.25,,
8,04/09/2022 10:21:45,7.08,,
9,04/09/2022 10:24:45,7.68,,
10,04/09/2022 10:27:45,7.81,,
11,04/09/2022 10:30:45,8.11,,
12,04/09/2022 10:33:45,8.19,,
13,04/09/2022 10:36:45,8.66,,
14,04/09/2022 10:39:45,9.74,,
15,04/09/2022 10:42:45,9.99,,
16,04/09/2022 10:45:45,10.68,,
17,04/09/2022 10:48:45,11.92,,
18,04/09/2022 10:51:45,11.15,,
19,04/09/2022 10:54:45,11.11,,
20,04/09/2022 10:57:45,11.07,,
21,04/09/2022 11:00:45,10.38,,
22,04/09/2022 11:03:45,11.88,,
23,04/09/2022 11:06:45,10.85,,
24,04/09/2022 11:09:45,10.34,,
25,04/09/2022 11:12:45,11.62,,
26,04/09/2022 11:15:45,12.27,,
27,04/09/2022 11:18:45,13.08,,
28,04/09/2022 11:21:45,11.79,,
29,04/09/2022 11:24:45,13.81,,
30,04/09/2022 11:27:45,14.63,,
31,04/09/2022 11:30:45,14.67,,
32,04/09/2022 11:33:45,13.64,,
33,04/09/2022 11:36:45,15.10,,
34,04/09/2022 11:39:45,15.66,,
35,04/09/2022 11:42:45,15.44,,
36,04/09/2022 11:45:45,16.60,,
37,04/09/2022 11:48:45,15.10,,
38,04/09/2022 11:51:45,16.39,,
39,04/09/2022 11:54:45,16.21,,
40,04/09/2022 11:57:45,16.77,,
41,04/09/2022 12:00:45,17.11,,
42,04/09/2022 12:03:45,16.34,,
43,04/09/2022 12:06:45,16.86,,
44,04/09/2022 12:09:45,16.17,,
45,04/09/2022 12:12:45,16.90,,
46,04/09/2022 12:15:45,16.73,,
47,04/09/2022 12:18:45,17.16,,
48,04/09/2022 12:21:45,17.37,,
49,04/09/2022 12:24:45,16.99,,
50,04/09/2022 12:27:45,17.50,,
51,04/09/2022 12:30:45,18.53,,
52,04/09/2022 12:33:45,18.74,,
53,04/09/2022 12:36:45,18.62,,
54,04/09/2022 12:39:45,19.73,,
55,04/09/2022 12:42:45,19.17,,
56,04/09/2022 12:45:45,18.87,,
57,04/09/2022 12:48:45,19.22,,
58,04/09/2022 12:51:45,18.14,,
59,04/09/2022 12:54:45,17.50,,
60,04/09/2022 12:57:45,17.50,,
61,04/09/2022 13:00:45,18.49,,
62,04/09/2022 13:03:45,19.90,,
63,04/09/2022 13:06:45,19.30,,
64,04/09/2022 13:09:45,19.26,,
65,04/09/2022 13:12:45,17.76,,
66,04/09/2022 13:15:45,17.67,,
67,04/09/2022 13:18:45,18.06,,
68,04/09/2022 13:21:45,17.97,,
69,04/09/2022 13:24:45,17.76,,
70,04/09/2022 13:27:45,17.16,,
71,04/09/2022 13:30:45,16.17,,
72,04/09/2022 13:33:45,15.96,,
73,04/09/2022 13:36:45,16.26,,
74,04/09/2022 13:39:45,16.69,,
75,04/09/2022 13:42:45,16.73,,
76,04/09/2022 13:45:45,16.08,,
77,04/09/2022 13:48:45,16.69,,
78,04/09/2022 13:51:45,16.99,,
79,04/09/2022 13:54:45,17.07,,
80,04/09/2022 13:57:45,17.41,,
81,04/09/2022 14:00:45,17.72,,
82,04/09/2022 14:03:45,16.69,,
83,04/09/2022 14:06:45,16.26,,
84,04/09/2022 14:09:45,16.43,,
85,04/09/2022 14:12:45,16.47,,
86,04/09/2022 14:15:45,16.47,,
87,04/09/2022 14:18:45,16.94,,
88,04/09/2022 14:21:45,17.33,,
89,04/09/2022 14:24:45,17.24,,
90,04/09/2022 14:27:45,18.06,,
91,04/09/2022 14:30:45,17.29,,
92,04/09/2022 14:33:45,17.20,,
93,04/09/2022 14:36:45,17.29,,
94,04/09/2022 14:39:45,16.86,,
95,04/09/2022 14:42:45,16.94,,
96,04/09/2022 14:45:45,16.90,,
97,04/09/2022 14:48:45,16.04,,
98,04/09/2022 14:51:45,16.21,,
99,04/09/2022 14:54:45,15.91,,
100,04/09/2022 14:57:45,15.91,,
101,04/09/2022 15:00:45,16.17,,
102,04/09/2022 15:03:45,16.56,,
103,04/09/2022 15:06:45,16.60,,
104,04/09/2022 15:09:45,16.51,,
105,04/09/2022 15:12:45,16.47,,
106,04/09/2022 15:15:45,16.47,,
107,04/09/2022 15:18:45,16.60,,
108,04/09/2022 15:21:45,16.43,,
109,04/09/2022 15:24:45,16.56,,
110,04/09/2022 15:27:45,16.81,,
111,04/09/2022 15:30:45,17.20,,
112,04/09/2022 15:33:45,16.60,,
113,04/09/2022 15:36:45,16.39,,
