#,Date-Time (MST/MDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C),Host Connected,Low Power Warning,Safe Shut down Low Battery,Stopped,End of File
1,09/22/2023 04:23:50,-0.60,84.58,-2.88,,,,,
2,09/22/2023 04:26:50,-0.75,85.21,-2.93,,,,,
3,09/22/2023 04:29:50,-0.84,85.93,-2.90,,,,,
4,09/22/2023 04:32:50,-0.99,85.82,-3.06,,,,,
5,09/22/2023 04:35:50,-1.24,86.88,-3.14,,,,,
6,09/22/2023 04:38:50,-1.26,87.16,-3.12,,,,,
7,09/22/2023 04:41:50,-1.43,88.54,-3.08,,,,,
8,09/22/2023 04:44:50,-1.39,88.03,-3.12,,,,,
9,09/22/2023 04:47:50,-1.46,88.17,-3.17,,,,,
10,09/22/2023 04:50:50,-1.30,87.88,-3.05,,,,,
11,09/22/2023 04:53:50,-1.20,86.99,-3.10,,,,,
12,09/22/2023 04:56:50,-1.11,86.73,-3.04,,,,,
13,09/22/2023 04:59:50,-1.10,86.51,-3.06,,,,,
14,09/22/2023 05:02:50,-1.15,86.47,-3.12,,,,,
15,09/22/2023 05:05:50,-1.23,85.92,-3.28,,,,,
16,09/22/2023 05:08:50,-1.28,86.92,-3.18,,,,,
17,09/22/2023 05:11:50,-1.41,88.53,-3.06,,,,,
18,09/22/2023 05:14:50,-1.43,88.89,-3.03,,,,,
19,09/22/2023 05:17:50,-1.60,88.33,-3.28,,,,,
20,09/22/2023 05:20:50,-1.63,88.25,-3.33,,,,,
21,09/22/2023 05:23:50,-1.55,87.64,-3.33,,,,,
22,09/22/2023 05:26:50,-1.14,86.00,-3.18,,,,,
23,09/22/2023 05:29:50,-1.33,86.10,-3.36,,,,,
24,09/22/2023 05:32:50,-1.70,88.12,-3.41,,,,,
25,09/22/2023 05:35:50,-1.70,87.41,-3.52,,,,,
26,09/22/2023 05:38:50,-1.62,87.63,-3.41,,,,,
27,09/22/2023 05:41:50,-1.69,87.37,-3.51,,,,,
28,09/22/2023 05:44:50,-1.83,88.19,-3.52,,,,,
29,09/22/2023 05:47:50,-1.74,88.17,-3.44,,,,,
30,09/22/2023 05:50:50,-1.85,87.87,-3.59,,,,,
31,09/22/2023 05:53:50,-1.86,87.35,-3.68,,,,,
32,09/22/2023 05:56:50,-2.02,88.13,-3.73,,,,,
33,09/22/2023 05:59:50,-2.08,89.61,-3.57,,,,,
34,09/22/2023 06:02:50,-2.26,89.61,-3.73,,,,,
35,09/22/2023 06:05:50,-2.03,88.56,-3.67,,,,,
36,09/22/2023 06:08:50,-1.83,87.25,-3.67,,,,,
37,09/22/2023 06:11:50,-2.00,87.66,-3.77,,,,,
38,09/22/2023 06:14:50,-1.93,87.72,-3.70,,,,,
39,09/22/2023 06:17:50,-1.84,87.46,-3.65,,,,,
40,09/22/2023 06:20:50,-1.92,87.24,-3.76,,,,,
41,09/22/2023 06:23:50,-1.89,87.33,-3.72,,,,,
42,09/22/2023 06:26:50,-1.90,86.87,-3.80,,,,,
43,09/22/2023 06:29:50,-2.02,87.12,-3.88,,,,,
44,09/22/2023 06:32:50,-2.27,87.57,-4.05,,,,,
45,09/22/2023 06:35:50,-2.43,88.17,-4.12,,,,,
46,09/22/2023 06:38:50,-2.39,88.42,-4.05,,,,,
47,09/22/2023 06:41:50,-2.28,87.64,-4.05,,,,,
48,09/22/2023 06:44:50,-2.37,88.93,-3.95,,,,,
49,09/22/2023 06:47:50,-2.34,89.36,-3.86,,,,,
50,09/22/2023 06:50:50,-2.39,88.57,-4.03,,,,,
51,09/22/2023 06:53:50,-2.31,88.67,-3.93,,,,,
52,09/22/2023 06:56:50,-2.32,87.95,-4.05,,,,,
53,09/22/2023 06:59:50,-2.41,88.24,-4.09,,,,,
54,09/22/2023 07:02:50,-2.34,88.22,-4.03,,,,,
55,09/22/2023 07:05:50,-2.28,87.83,-4.02,,,,,
56,09/22/2023 07:08:50,-2.27,87.59,-4.05,,,,,
57,09/22/2023 07:11:50,-2.30,87.83,-4.04,,,,,
58,09/22/2023 07:14:50,-2.38,88.03,-4.10,,,,,
59,09/22/2023 07:17:50,-2.38,88.69,-4.00,,,,,
60,09/22/2023 07:20:50,-2.37,88.17,-4.07,,,,,
61,09/22/2023 07:23:50,-2.26,87.75,-4.02,,,,,
62,09/22/2023 07:26:50,-2.38,87.63,-4.16,,,,,
63,09/22/2023 07:29:50,-2.35,88.26,-4.03,,,,,
64,09/22/2023 07:32:50,-2.14,87.75,-3.90,,,,,
65,09/22/2023 07:35:50,-2.06,87.39,-3.88,,,,,
66,09/22/2023 07:38:50,-1.72,85.96,-3.76,,,,,
67,09/22/2023 07:41:50,-1.20,84.81,-3.43,,,,,
68,09/22/2023 07:44:50,-0.54,82.18,-3.20,,,,,
69,09/22/2023 07:47:50,-0.13,80.68,-3.05,,,,,
70,09/22/2023 07:50:50,-0.01,79.41,-3.15,,,,,
71,09/22/2023 07:53:50,0.55,78.06,-2.83,,,,,
72,09/22/2023 07:56:50,1.11,75.68,-2.70,,,,,
73,09/22/2023 07:59:50,1.25,74.17,-2.84,,,,,
74,09/22/2023 08:02:50,1.31,74.27,-2.77,,,,,
75,09/22/2023 08:05:50,1.93,73.15,-2.37,,,,,
76,09/22/2023 08:08:50,2.57,70.34,-2.28,,,,,
77,09/22/2023 08:11:50,2.86,69.14,-2.23,,,,,
78,09/22/2023 08:14:50,3.58,68.57,-1.66,,,,,
79,09/22/2023 08:17:50,3.94,66.43,-1.74,,,,,
80,09/22/2023 08:20:50,4.28,64.91,-1.73,,,,,
81,09/22/2023 08:23:50,4.01,65.65,-1.83,,,,,
82,09/22/2023 08:26:50,4.00,64.94,-1.99,,,,,
83,09/22/2023 08:29:50,4.02,64.84,-1.99,,,,,
84,09/22/2023 08:32:50,4.28,64.78,-1.76,,,,,
85,09/22/2023 08:35:50,4.79,63.62,-1.51,,,,,
86,09/22/2023 08:38:50,4.82,63.83,-1.44,,,,,
87,09/22/2023 08:41:50,5.32,62.38,-1.28,,,,,
88,09/22/2023 08:44:50,5.47,61.23,-1.39,,,,,
89,09/22/2023 08:47:50,6.13,61.22,-0.77,,,,,
90,09/22/2023 08:50:50,6.19,58.08,-1.44,,,,,
91,09/22/2023 08:53:50,6.53,58.25,-1.07,,,,,
92,09/22/2023 08:56:50,6.69,56.40,-1.36,,,,,
93,09/22/2023 08:59:50,7.04,57.08,-0.87,,,,,
94,09/22/2023 09:02:50,8.14,53.32,-0.78,,,,,
95,09/22/2023 09:05:50,8.65,52.66,-0.47,,,,,
96,09/22/2023 09:08:50,8.17,52.16,-1.05,,,,,
97,09/22/2023 09:11:50,8.32,52.30,-0.87,,,,,
98,09/22/2023 09:14:50,9.00,52.43,-0.21,,,,,
99,09/22/2023 09:17:50,8.85,51.35,-0.63,,,,,
100,09/22/2023 09:20:50,9.15,50.22,-0.66,,,,,
101,09/22/2023 09:23:50,9.49,50.13,-0.37,,,,,
102,09/22/2023 09:26:50,9.48,49.54,-0.54,,,,,
103,09/22/2023 09:29:50,10.31,47.10,-0.47,,,,,
104,09/22/2023 09:32:50,9.79,47.60,-0.80,,,,,
105,09/22/2023 09:35:50,10.54,44.99,-0.89,,,,,
106,09/22/2023 09:38:50,11.27,42.58,-0.98,,,,,
107,09/22/2023 09:41:50,12.35,42.33,-0.08,,,,,
108,09/22/2023 09:44:50,12.49,41.88,-0.10,,,,,
109,09/22/2023 09:47:50,13.34,39.49,-0.14,,,,,
110,09/22/2023 09:50:50,13.01,39.59,-0.41,,,,,
111,09/22/2023 09:53:50,12.91,39.06,-0.68,,,,,
112,09/22/2023 09:56:50,13.53,37.13,-0.81,,,,,
113,09/22/2023 09:59:50,14.65,36.58,-0.03,,,,,
114,09/22/2023 10:02:50,14.71,35.94,-0.21,,,,,
115,09/22/2023 10:05:50,13.92,37.78,-0.23,,,,,
116,09/22/2023 10:08:50,13.65,38.57,-0.19,,,,,
117,09/22/2023 10:11:50,13.71,38.18,-0.27,,,,,
118,09/22/2023 10:14:50,13.91,38.17,-0.10,,,,,
119,09/22/2023 10:17:50,13.98,39.75,0.52,,,,,
120,09/22/2023 10:20:50,14.09,38.10,0.04,,,,,
121,09/22/2023 10:23:50,14.01,38.15,-0.01,,,,,
122,09/22/2023 10:26:50,14.11,39.07,0.40,,,,,
123,09/22/2023 10:29:50,14.43,37.25,0.03,,,,,
124,09/22/2023 10:32:50,14.87,37.27,0.43,,,,,
125,09/22/2023 10:35:50,14.95,37.24,0.49,,,,,
126,09/22/2023 10:38:50,15.01,35.28,-0.20,,,,,
127,09/22/2023 10:41:50,15.42,35.51,0.25,,,,,
128,09/22/2023 10:44:50,15.52,37.70,1.16,,,,,
129,09/22/2023 10:47:50,15.67,36.45,0.83,,,,,
130,09/22/2023 10:50:50,15.53,35.24,0.24,,,,,
131,09/22/2023 10:53:50,15.62,33.43,-0.40,,,,,
132,09/22/2023 10:56:50,15.42,32.67,-0.90,,,,,
133,09/22/2023 10:59:50,15.99,31.32,-0.97,,,,,
134,09/22/2023 11:02:50,16.01,29.73,-1.67,,,,,
135,09/22/2023 11:05:50,16.49,27.48,-2.32,,,,,
136,09/22/2023 11:08:50,16.75,26.64,-2.51,,,,,
137,09/22/2023 11:11:50,17.14,26.73,-2.13,,,,,
138,09/22/2023 11:14:50,17.28,26.04,-2.37,,,,,
139,09/22/2023 11:17:50,17.75,26.21,-1.88,,,,,
140,09/22/2023 11:20:50,17.34,24.72,-3.02,,,,,
141,09/22/2023 11:23:50,16.96,24.05,-3.70,,,,,
142,09/22/2023 11:26:50,17.17,23.15,-4.04,,,,,
143,09/22/2023 11:29:50,17.56,24.45,-2.97,,,,,
144,09/22/2023 11:32:50,18.07,21.85,-4.05,,,,,
145,09/22/2023 11:35:50,18.09,22.36,-3.73,,,,,
146,09/22/2023 11:38:50,17.51,24.06,-3.23,,,,,
147,09/22/2023 11:41:50,17.76,22.83,-3.72,,,,,
148,09/22/2023 11:44:50,17.95,23.13,-3.39,,,,,
149,09/22/2023 11:47:50,18.79,20.59,-4.24,,,,,
150,09/22/2023 11:50:50,17.41,22.06,-4.47,,,,,
151,09/22/2023 11:53:50,18.24,22.37,-3.59,,,,,
152,09/22/2023 11:56:50,18.67,22.47,-3.18,,,,,
153,09/22/2023 11:59:50,19.24,22.24,-2.83,,,,,
154,09/22/2023 12:02:50,19.12,21.16,-3.60,,,,,
155,09/22/2023 12:05:50,19.39,21.43,-3.21,,,,,
156,09/22/2023 12:08:50,18.62,21.12,-4.05,,,,,
157,09/22/2023 12:11:50,18.66,21.08,-4.04,,,,,
158,09/22/2023 12:14:50,18.58,21.41,-3.89,,,,,
159,09/22/2023 12:17:50,19.09,20.18,-4.26,,,,,
160,09/22/2023 12:20:50,19.08,19.78,-4.53,,,,,
161,09/22/2023 12:23:50,19.83,19.89,-3.84,,,,,
162,09/22/2023 12:26:50,19.30,21.17,-3.44,,,,,
163,09/22/2023 12:29:50,20.05,18.57,-4.57,,,,,
164,09/22/2023 12:32:50,20.17,19.72,-3.67,,,,,
165,09/22/2023 12:35:50,18.56,19.82,-4.93,,,,,
166,09/22/2023 12:38:50,18.86,21.04,-3.89,,,,,
167,09/22/2023 12:41:50,19.90,19.50,-4.04,,,,,
168,09/22/2023 12:44:50,19.54,20.64,-3.59,,,,,
169,09/22/2023 12:47:50,19.57,19.63,-4.23,,,,,
170,09/22/2023 12:50:50,19.77,18.16,-5.09,,,,,
171,09/22/2023 12:53:50,19.83,20.35,-3.53,,,,,
172,09/22/2023 12:56:50,18.68,19.00,-5.39,,,,,
173,09/22/2023 12:59:50,19.10,19.27,-4.86,,,,,
174,09/22/2023 13:02:50,19.99,19.24,-4.15,,,,,
175,09/22/2023 13:05:50,20.17,21.40,-2.58,,,,,
176,09/22/2023 13:08:50,20.01,20.51,-3.28,,,,,
177,09/22/2023 13:11:50,20.59,19.71,-3.33,,,,,
178,09/22/2023 13:14:50,20.62,19.87,-3.20,,,,,
179,09/22/2023 13:17:50,21.28,18.23,-3.81,,,,,
180,09/22/2023 13:20:50,20.56,19.34,-3.61,,,,,
181,09/22/2023 13:23:50,20.40,17.59,-5.01,,,,,
182,09/22/2023 13:26:50,20.10,18.88,-4.32,,,,,
183,09/22/2023 13:29:50,20.13,18.55,-4.52,,,,,
184,09/22/2023 13:32:50,21.45,18.11,-3.76,,,,,
185,09/22/2023 13:35:50,21.07,18.85,-3.54,,,,,
186,09/22/2023 13:38:50,20.89,17.63,-4.58,,,,,
187,09/22/2023 13:41:50,20.91,18.37,-4.01,,,,,
188,09/22/2023 13:44:50,20.68,18.74,-3.93,,,,,
189,09/22/2023 13:47:50,20.51,18.25,-4.42,,,,,
190,09/22/2023 13:50:50,20.77,18.19,-4.25,,,,,
191,09/22/2023 13:53:50,20.72,18.14,-4.33,,,,,
192,09/22/2023 13:56:50,20.78,17.73,-4.58,,,,,
193,09/22/2023 13:59:50,21.42,17.76,-4.05,,,,,
194,09/22/2023 14:02:50,21.22,17.88,-4.11,,,,,
195,09/22/2023 14:05:50,20.90,18.58,-3.87,,,,,
196,09/22/2023 14:08:50,20.96,19.19,-3.38,,,,,
197,09/22/2023 14:11:50,20.87,18.55,-3.92,,,,,
198,09/22/2023 14:14:50,21.05,17.98,-4.18,,,,,
199,09/22/2023 14:17:50,21.63,17.74,-3.89,,,,,
200,09/22/2023 14:20:50,21.69,16.37,-4.90,,,,,
201,09/22/2023 14:23:50,21.18,17.21,-4.66,,,,,
202,09/22/2023 14:26:50,21.11,17.51,-4.48,,,,,
203,09/22/2023 14:29:50,21.63,17.99,-3.70,,,,,
204,09/22/2023 14:32:50,21.51,16.91,-4.62,,,,,
205,09/22/2023 14:35:50,20.91,17.28,-4.82,,,,,
206,09/22/2023 14:38:50,21.24,16.74,-4.97,,,,,
207,09/22/2023 14:41:50,21.18,16.24,-5.42,,,,,
208,09/22/2023 14:44:50,20.84,17.05,-5.06,,,,,
209,09/22/2023 14:47:50,20.79,17.47,-4.77,,,,,
210,09/22/2023 14:50:50,21.14,17.08,-4.79,,,,,
211,09/22/2023 14:53:50,21.33,16.69,-4.94,,,,,
212,09/22/2023 14:56:50,20.83,17.83,-4.48,,,,,
213,09/22/2023 14:59:50,21.16,16.98,-4.85,,,,,
214,09/22/2023 15:02:50,21.78,17.00,-4.33,,,,,
215,09/22/2023 15:05:50,21.48,16.71,-4.80,,,,,
216,09/22/2023 15:08:50,21.24,15.78,-5.75,,,,,
217,09/22/2023 15:11:50,21.25,16.49,-5.16,,,,,
218,09/22/2023 15:14:50,21.52,16.11,-5.25,,,,,
219,09/22/2023 15:17:50,21.23,16.29,-5.34,,,,,
220,09/22/2023 15:20:50,21.09,18.10,-4.06,,,,,
221,09/22/2023 15:23:50,21.73,16.01,-5.17,,,,,
222,09/22/2023 15:26:50,21.50,15.73,-5.58,,,,,
223,09/22/2023 15:29:50,21.23,15.17,-6.27,,,,,
224,09/22/2023 15:32:50,21.35,14.84,-6.46,,,,,
225,09/22/2023 15:35:50,21.11,16.35,-5.39,,,,,
226,09/22/2023 15:38:50,21.00,16.26,-5.55,,,,,
227,09/22/2023 15:41:50,21.21,16.41,-5.26,,,,,
228,09/22/2023 15:44:50,21.25,15.17,-6.25,,,,,
229,09/22/2023 15:47:50,20.83,15.38,-6.42,,,,,
230,09/22/2023 15:50:50,21.10,16.23,-5.49,,,,,
231,09/22/2023 15:53:50,21.33,15.59,-5.83,,,,,
232,09/22/2023 15:56:50,21.30,15.25,-6.15,,,,,
233,09/22/2023 15:59:50,21.55,16.17,-5.17,,,,,
234,09/22/2023 16:02:50,21.06,16.34,-5.43,,,,,
235,09/22/2023 16:05:50,21.02,15.60,-6.08,,,,,
236,09/22/2023 16:08:50,20.92,16.47,-5.45,,,,,
237,09/22/2023 16:11:50,20.86,16.89,-5.16,,,,,
238,09/22/2023 16:14:50,20.60,16.53,-5.66,,,,,
239,09/22/2023 16:17:50,20.49,16.04,-6.14,,,,,
240,09/22/2023 16:20:50,20.57,16.53,-5.68,,,,,
241,09/22/2023 16:23:50,20.64,16.85,-5.37,,,,,
242,09/22/2023 16:26:50,20.88,16.76,-5.24,,,,,
243,09/22/2023 16:29:50,21.01,16.69,-5.20,,,,,
244,09/22/2023 16:32:50,20.94,17.87,-4.35,,,,,
245,09/22/2023 16:35:50,21.02,17.95,-4.23,,,,,
246,09/22/2023 16:38:50,21.53,18.90,-3.12,,,,,
247,09/22/2023 16:41:50,21.37,17.81,-4.05,,,,,
248,09/22/2023 16:44:50,20.92,18.59,-3.84,,,,,
249,09/22/2023 16:47:50,20.86,19.17,-3.49,,,,,
250,09/22/2023 16:50:50,21.21,18.53,-3.65,,,,,
251,09/22/2023 16:53:50,21.20,19.31,-3.10,,,,,
252,09/22/2023 16:56:50,21.25,19.69,-2.80,,,,,
253,09/22/2023 16:59:50,20.95,18.10,-4.17,,,,,
254,09/22/2023 17:02:50,20.92,20.23,-2.71,,,,,
255,09/22/2023 17:05:50,21.08,17.81,-4.28,,,,,
256,09/22/2023 17:08:50,20.89,18.28,-4.09,,,,,
257,09/22/2023 17:11:50,20.49,16.19,-6.01,,,,,
258,09/22/2023 17:14:50,20.15,17.27,-5.44,,,,,
259,09/22/2023 17:17:50,20.22,18.07,-4.79,,,,,
260,09/22/2023 17:20:50,20.20,18.20,-4.71,,,,,
261,09/22/2023 17:23:50,19.87,17.20,-5.73,,,,,
262,09/22/2023 17:26:50,19.72,18.33,-5.01,,,,,
263,09/22/2023 17:29:50,19.80,18.48,-4.84,,,,,
264,09/22/2023 17:32:50,19.86,18.75,-4.60,,,,,
265,09/22/2023 17:35:50,20.05,18.65,-4.51,,,,,
266,09/22/2023 17:38:50,19.99,21.37,-2.74,,,,,
267,09/22/2023 17:41:50,19.82,20.42,-3.50,,,,,
268,09/22/2023 17:44:50,19.47,19.02,-4.72,,,,,
269,09/22/2023 17:47:50,19.40,19.21,-4.66,,,,,
270,09/22/2023 17:50:50,19.31,19.39,-4.60,,,,,
271,09/22/2023 17:53:50,19.13,19.30,-4.81,,,,,
272,09/22/2023 17:56:50,18.99,19.73,-4.64,,,,,
273,09/22/2023 17:59:50,18.80,19.62,-4.87,,,,,
274,09/22/2023 18:02:50,18.79,20.54,-4.27,,,,,
275,09/22/2023 18:05:50,18.62,21.50,-3.81,,,,,
276,09/22/2023 18:08:50,18.51,20.94,-4.25,,,,,
277,09/22/2023 18:11:50,18.33,22.40,-3.50,,,,,
278,09/22/2023 18:14:50,17.80,21.68,-4.38,,,,,
279,09/22/2023 18:17:50,17.43,22.55,-4.17,,,,,
280,09/22/2023 18:20:50,17.18,22.49,-4.41,,,,,
281,09/22/2023 18:23:50,17.10,22.52,-4.46,,,,,
282,09/22/2023 18:26:50,16.81,23.70,-4.02,,,,,
283,09/22/2023 18:29:50,16.98,21.56,-5.14,,,,,
284,09/22/2023 18:32:50,16.94,22.99,-4.32,,,,,
285,09/22/2023 18:35:50,16.80,21.84,-5.11,,,,,
286,09/22/2023 18:38:50,16.85,21.38,-5.36,,,,,
287,09/22/2023 18:41:50,16.64,21.29,-5.58,,,,,
288,09/22/2023 18:44:50,16.71,22.21,-4.97,,,,,
289,09/22/2023 18:47:50,16.65,23.27,-4.41,,,,,
290,09/22/2023 18:50:50,16.51,21.57,-5.52,,,,,
291,09/22/2023 18:53:50,16.43,22.09,-5.28,,,,,
292,09/22/2023 18:56:50,16.32,23.53,-4.54,,,,,
293,09/22/2023 18:59:50,15.97,28.34,-2.35,,,,,
294,09/22/2023 19:02:50,15.19,23.72,-5.38,,,,,
295,09/22/2023 19:05:50,14.65,25.14,-5.08,,,,,
296,09/22/2023 19:08:50,14.50,26.35,-4.59,,,,,
297,09/22/2023 19:11:50,14.64,24.32,-5.52,,,,,
298,09/22/2023 19:14:50,14.38,29.69,-3.10,,,,,
299,09/22/2023 19:17:50,14.20,25.91,-5.07,,,,,
300,09/22/2023 19:20:50,13.91,26.54,-5.00,,,,,
301,09/22/2023 19:23:50,13.89,25.20,-5.69,,,,,
302,09/22/2023 19:26:50,14.19,27.46,-4.31,,,,,
303,09/22/2023 19:29:50,14.04,26.32,-4.99,,,,,
304,09/22/2023 19:32:50,14.20,27.62,-4.22,,,,,
305,09/22/2023 19:35:50,13.82,26.61,-5.04,,,,,
306,09/22/2023 19:38:50,13.47,25.75,-5.77,,,,,
307,09/22/2023 19:41:50,13.07,27.07,-5.45,,,,,
308,09/22/2023 19:44:50,13.20,26.57,-5.59,,,,,
309,09/22/2023 19:47:50,13.14,26.65,-5.60,,,,,
310,09/22/2023 19:50:50,12.65,27.96,-5.39,,,,,
311,09/22/2023 19:53:50,12.03,28.61,-5.62,,,,,
312,09/22/2023 19:56:50,12.34,28.25,-5.52,,,,,
313,09/22/2023 19:59:50,11.73,34.39,-3.45,,,,,
314,09/22/2023 20:02:50,11.29,31.62,-4.95,,,,,
315,09/22/2023 20:05:50,10.78,35.07,-4.03,,,,,
316,09/22/2023 20:08:50,10.49,37.68,-3.33,,,,,
317,09/22/2023 20:11:50,9.98,42.03,-2.32,,,,,
318,09/22/2023 20:14:50,9.70,36.99,-4.28,,,,,
319,09/22/2023 20:17:50,9.34,47.32,-1.30,,,,,
320,09/22/2023 20:20:50,9.18,43.88,-2.46,,,,,
321,09/22/2023 20:23:50,8.93,42.12,-3.24,,,,,
322,09/22/2023 20:26:50,8.50,47.23,-2.09,,,,,
323,09/22/2023 20:29:50,8.29,46.45,-2.51,,,,,
324,09/22/2023 20:32:50,8.48,38.68,-4.78,,,,,
325,09/22/2023 20:35:50,8.46,38.29,-4.93,,,,,
326,09/22/2023 20:38:50,8.46,48.21,-1.85,,,,,
327,09/22/2023 20:41:50,8.01,48.99,-2.05,,,,,
328,09/22/2023 20:44:50,8.23,39.42,-4.75,,,,,
329,09/22/2023 20:47:50,8.35,38.44,-4.97,,,,,
330,09/22/2023 20:50:50,8.05,40.23,-4.65,,,,,
331,09/22/2023 20:53:50,8.33,37.98,-5.16,,,,,
332,09/22/2023 20:56:50,8.57,37.71,-5.04,,,,,
333,09/22/2023 20:59:50,8.14,38.90,-5.01,,,,,
334,09/22/2023 21:02:50,7.92,39.52,-5.00,,,,,
335,09/22/2023 21:05:50,7.86,40.53,-4.72,,,,,
336,09/22/2023 21:08:50,7.57,41.38,-4.71,,,,,
337,09/22/2023 21:11:50,7.45,40.99,-4.94,,,,,
338,09/22/2023 21:14:50,7.31,41.54,-4.89,,,,,
339,09/22/2023 21:17:50,7.25,42.12,-4.76,,,,,
340,09/22/2023 21:20:50,6.82,42.28,-5.10,,,,,
341,09/22/2023 21:23:50,6.84,43.23,-4.79,,,,,
342,09/22/2023 21:26:50,6.42,43.61,-5.05,,,,,
343,09/22/2023 21:29:50,6.15,51.65,-3.05,,,,,
344,09/22/2023 21:32:50,5.76,44.91,-5.27,,,,,
345,09/22/2023 21:35:50,5.77,53.51,-2.93,,,,,
346,09/22/2023 21:38:50,5.49,48.80,-4.42,,,,,
347,09/22/2023 21:41:50,5.70,45.75,-5.08,,,,,
348,09/22/2023 21:44:50,5.25,54.97,-3.05,,,,,
349,09/22/2023 21:47:50,4.98,53.83,-3.58,,,,,
350,09/22/2023 21:50:50,4.86,51.88,-4.20,,,,,
351,09/22/2023 21:53:50,4.77,54.06,-3.73,,,,,
352,09/22/2023 21:56:50,4.60,54.23,-3.84,,,,,
353,09/22/2023 21:59:50,4.38,60.06,-2.68,,,,,
354,09/22/2023 22:02:50,4.09,57.58,-3.52,,,,,
355,09/22/2023 22:05:50,4.36,53.07,-4.35,,,,,
356,09/22/2023 22:08:50,4.42,54.48,-3.96,,,,,
357,09/22/2023 22:11:50,4.15,55.18,-4.04,,,,,
358,09/22/2023 22:14:50,3.99,59.94,-3.08,,,,,
359,09/22/2023 22:17:50,4.05,55.02,-4.16,,,,,
360,09/22/2023 22:20:50,3.93,59.72,-3.18,,,,,
361,09/22/2023 22:23:50,3.80,58.19,-3.65,,,,,
362,09/22/2023 22:26:50,3.79,55.63,-4.26,,,,,
363,09/22/2023 22:29:50,3.87,58.00,-3.63,,,,,
364,09/22/2023 22:32:50,3.62,58.06,-3.85,,,,,
365,09/22/2023 22:35:50,3.65,57.79,-3.88,,,,,
366,09/22/2023 22:38:50,3.42,58.27,-3.99,,,,,
367,09/22/2023 22:41:50,3.55,54.74,-4.70,,,,,
368,09/22/2023 22:44:50,3.44,62.62,-3.01,,,,,
369,09/22/2023 22:47:50,3.31,65.36,-2.56,,,,,
370,09/22/2023 22:50:50,3.26,60.86,-3.57,,,,,
371,09/22/2023 22:53:50,3.23,64.31,-2.86,,,,,
372,09/22/2023 22:56:50,3.87,56.35,-4.02,,,,,
373,09/22/2023 22:59:50,3.55,67.52,-1.90,,,,,
374,09/22/2023 23:02:50,3.35,63.58,-2.89,,,,,
375,09/22/2023 23:05:50,3.26,60.95,-3.55,,,,,
376,09/22/2023 23:08:50,3.04,62.46,-3.42,,,,,
377,09/22/2023 23:11:50,2.94,62.30,-3.56,,,,,
378,09/22/2023 23:14:50,3.05,61.33,-3.66,,,,,
379,09/22/2023 23:17:50,2.85,63.98,-3.29,,,,,
380,09/22/2023 23:20:50,2.93,64.58,-3.09,,,,,
381,09/22/2023 23:23:50,2.75,66.36,-2.89,,,,,
382,09/22/2023 23:26:50,2.55,68.21,-2.71,,,,,
383,09/22/2023 23:29:50,2.64,64.36,-3.41,,,,,
384,09/22/2023 23:32:50,2.53,64.14,-3.56,,,,,
385,09/22/2023 23:35:50,2.61,62.96,-3.72,,,,,
386,09/22/2023 23:38:50,2.69,63.30,-3.58,,,,,
387,09/22/2023 23:41:50,2.64,66.77,-2.92,,,,,
388,09/22/2023 23:44:50,2.55,63.87,-3.59,,,,,
389,09/22/2023 23:47:50,2.50,62.36,-3.96,,,,,
390,09/22/2023 23:50:50,2.44,62.61,-3.96,,,,,
391,09/22/2023 23:53:50,2.43,64.63,-3.55,,,,,
392,09/22/2023 23:56:50,2.55,64.93,-3.37,,,,,
393,09/22/2023 23:59:50,2.65,65.40,-3.19,,,,,
394,09/23/2023 00:02:50,2.51,66.06,-3.18,,,,,
395,09/23/2023 00:05:50,2.55,62.50,-3.88,,,,,
396,09/23/2023 00:08:50,2.65,66.74,-2.91,,,,,
397,09/23/2023 00:11:50,2.49,64.07,-3.61,,,,,
398,09/23/2023 00:14:50,2.44,66.18,-3.22,,,,,
399,09/23/2023 00:17:50,2.57,66.04,-3.13,,,,,
400,09/23/2023 00:20:50,2.70,63.48,-3.53,,,,,
401,09/23/2023 00:23:50,2.40,68.37,-2.82,,,,,
402,09/23/2023 00:26:50,2.22,67.45,-3.18,,,,,
403,09/23/2023 00:29:50,2.15,66.08,-3.52,,,,,
404,09/23/2023 00:32:50,2.28,65.04,-3.61,,,,,
405,09/23/2023 00:35:50,2.25,63.05,-4.05,,,,,
406,09/23/2023 00:38:50,2.37,63.93,-3.75,,,,,
407,09/23/2023 00:41:50,2.30,66.65,-3.26,,,,,
408,09/23/2023 00:44:50,2.11,69.13,-2.95,,,,,
409,09/23/2023 00:47:50,2.70,61.15,-4.03,,,,,
410,09/23/2023 00:50:50,2.82,64.23,-3.26,,,,,
411,09/23/2023 00:53:50,3.44,56.43,-4.40,,,,,
412,09/23/2023 00:56:50,3.82,53.73,-4.70,,,,,
413,09/23/2023 00:59:50,3.34,66.54,-2.29,,,,,
414,09/23/2023 01:02:50,2.91,60.91,-3.88,,,,,
415,09/23/2023 01:05:50,2.79,59.74,-4.26,,,,,
416,09/23/2023 01:08:50,2.67,62.11,-3.85,,,,,
417,09/23/2023 01:11:50,2.60,63.79,-3.56,,,,,
418,09/23/2023 01:14:50,2.00,66.38,-3.60,,,,,
419,09/23/2023 01:17:50,1.90,64.83,-4.02,,,,,
